{https://registry.gdi-de.org/id/de.hh.up}name,{https://registry.gdi-de.org/id/de.hh.up}dhid,{https://registry.gdi-de.org/id/de.hh.up}linien,{https://registry.gdi-de.org/id/de.hh.up}linienzahl,{https://registry.gdi-de.org/id/de.hh.up}art,{https://registry.gdi-de.org/id/de.hh.up}abfahrten,{https://registry.gdi-de.org/id/de.hh.up}geom,CRS
Eichbaumsee,de:02000:21085::210851,530,1,Stadtbus,32,POINT (10.104417 53.487569),EPSG:4326
Mozartstraße,de:02000:70033:1:700140,172,1,Stadtbus,224,POINT (10.023010 53.578670),EPSG:4326
BrookHus,de:02000:72063::720632,478,1,Stadtbus,20,POINT (10.140360 53.714460),EPSG:4326
U Lattenkamp (Westseite),de:0:0::0,"114,214,281,292,392",5,Stadtbus,251,POINT (9.993940 53.600460),EPSG:4326
Röntgenstraße (Weg beim Jäger),de:0:0::0,"292,392,N605",3,"Nachtbus, Stadtbus",209,POINT (10.010127 53.623748),EPSG:4326
Niendorfer Straße,de:02000:91014::910057,391,1,Stadtbus,8,POINT (9.956940 53.610480),EPSG:4326
Zeppelinstraße (Nord),de:02000:92044::920148,"292,392,N605,N606",4,"Nachtbus, Stadtbus",107,POINT (10.009189 53.627350),EPSG:4326
Billhorner Deich,de:02000:10000::100056,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (10.042488 53.534165),EPSG:4326
Hauptbahnhof/ZOB,de:02000:10002:4:100009,"120,122,124,224,M16,M18,M19,M2,M5,N608,N609,N610,X35,X80",14,"Expressbus, Metrobus, Nachtbus, Stadtbus",1225,POINT (10.010901 53.552341),EPSG:4326
U S Berliner Tor (Beim Strohhause),de:02000:10003::100011,"120,122,124,224,M2,N609,N610,X35,X80",9,"Expressbus, Metrobus, Nachtbus, Stadtbus",500,POINT (10.023541 53.553458),EPSG:4326
U S Berliner Tor (Bürgerweide),de:02000:10004::100087,"154,160,261",3,Stadtbus,169,POINT (10.025630 53.552991),EPSG:4326
Borgfelder Straße,de:02000:10005::100012,"120,122,124,224,M25,N609,N610,X35,X80",9,"Expressbus, Metrobus, Nachtbus, Stadtbus",519,POINT (10.033230 53.554640),EPSG:4326
Beim Hammer Marktplatz,de:02000:10008::100101,116,1,Stadtbus,158,POINT (10.053870 53.557130),EPSG:4326
U Hammer Kirche,de:02000:10009:1:100103,"116,130,530",3,Stadtbus,255,POINT (10.055511 53.555425),EPSG:4326
HBF/Spitalerstraße,de:02000:10011::100133,112,1,Stadtbus,209,POINT (10.005421 53.552694),EPSG:4326
Borstelmannsweg,de:02000:10012::100070,"130,530",2,Stadtbus,197,POINT (10.049687 53.550435),EPSG:4326
Diagonalstraße,de:02000:10013::100071,130,1,Stadtbus,99,POINT (10.059470 53.549300),EPSG:4326
Braune Brücke,de:02000:10014::100072,130,1,Stadtbus,99,POINT (10.061100 53.546870),EPSG:4326
Billerhuder Insel,de:02000:10015::100073,130,1,Stadtbus,99,POINT (10.058712 53.544259),EPSG:4326
Bullenhuser Damm,de:02000:10016::100074,130,1,Stadtbus,99,POINT (10.052530 53.542350),EPSG:4326
Großmannstraße,de:02000:10017::100075,130,1,Stadtbus,99,POINT (10.048314 53.541085),EPSG:4326
S Rothenburgsort,de:02000:10018::100076,"120,122,124,130,160,224,530",7,"Anruf-Sammel-Taxi, Stadtbus",440,POINT (10.042710 53.539500),EPSG:4326
Nagelsweg,de:02000:10021::100036,"M3,N602,N640,N641",4,"Metrobus, Nachtbus",262,POINT (10.022133 53.543399),EPSG:4326
U Steinstraße (Deichtorplatz),de:02000:10024::100050,"112,M2,M3,N640,N641",5,"Metrobus, Nachtbus, Stadtbus",336,POINT (10.006090 53.548820),EPSG:4326
Billhorner Mühlenweg,de:02000:10025::100053,"119,M3,N602",3,"Metrobus, Nachtbus, Stadtbus",326,POINT (10.034480 53.536700),EPSG:4326
Rothenburgsorter Marktplatz,de:02000:10026::100054,"119,M3,N602",3,"Metrobus, Nachtbus, Stadtbus",326,POINT (10.038800 53.534550),EPSG:4326
Thiedingreihe,de:02000:10027::100055,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (10.046020 53.533670),EPSG:4326
Zollvereinsstraße,de:02000:10028::100060,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (10.051340 53.532510),EPSG:4326
Rothenburgstraße,de:02000:10029::100061,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (10.057270 53.531380),EPSG:4326
S Tiefstack,de:02000:10030::100111,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (10.064510 53.530590),EPSG:4326
Billstraße,de:02000:10031::100166,154,1,Stadtbus,115,POINT (10.033391 53.541645),EPSG:4326
Grüne Brücke,de:02000:10032::100183,"120,122,124,160,224,530",6,Stadtbus,346,POINT (10.040170 53.544200),EPSG:4326
Billstraße 133,de:02000:10033::100184,160,1,Stadtbus,110,POINT (10.047842 53.538881),EPSG:4326
Billstraße 185,de:02000:10034::100185,160,1,Stadtbus,110,POINT (10.051492 53.537833),EPSG:4326
Billstraße (Mitte),de:02000:10035::100186,160,1,Stadtbus,110,POINT (10.057193 53.536191),EPSG:4326
Gustav-Kunst-Straße,de:02000:10036::100187,160,1,Stadtbus,110,POINT (10.058909 53.537747),EPSG:4326
Sachsenstraße,de:02000:10037::100176,M25,1,Metrobus,63,POINT (10.027414 53.546409),EPSG:4326
S Hammerbrook (Süd),de:02000:10038::100206,"112,M25",2,"Metrobus, Stadtbus",334,POINT (10.024870 53.545360),EPSG:4326
Süderstraße,de:02000:10039::100164,"112,154,160,M25",4,"Metrobus, Stadtbus",454,POINT (10.030555 53.545322),EPSG:4326
Ausschläger Weg (Verkehrsamt),de:02000:10040::100181,"112,120,122,124,154,160,224,M25",8,"Metrobus, Stadtbus",583,POINT (10.038420 53.547490),EPSG:4326
Luisenweg,de:02000:10041::100195,112,1,Stadtbus,208,POINT (10.045770 53.548270),EPSG:4326
Schadesweg,de:02000:10042::100196,112,1,Stadtbus,208,POINT (10.051960 53.547660),EPSG:4326
Wendenstraße (Mitte),de:02000:10043,"120,122,124,160,224,M25",6,"Metrobus, Stadtbus",375,POINT (10.036450 53.550030),EPSG:4326
Wendenstraße,de:02000:10044:2:100163,"154,160",2,Stadtbus,232,POINT (10.028608 53.547814),EPSG:4326
Jungestraße,de:02000:10045::100015,261,1,Stadtbus,55,POINT (10.027443 53.556254),EPSG:4326
Carl-Petersen-Straße,de:02000:10046::100154,"261,M25",2,"Metrobus, Stadtbus",350,POINT (10.038862 53.559325),EPSG:4326
S Landwehr (Ramazan-Avci-Platz),de:02000:10047::100152,M25,1,Metrobus,239,POINT (10.037249 53.561258),EPSG:4326
U Lübecker Straße,de:02000:10048::100141,"530,M16,N608",3,"Metrobus, Nachtbus, Stadtbus",267,POINT (10.026660 53.559175),EPSG:4326
U Lohmühlenstraße,de:02000:10049::100137,"M16,N608",2,"Metrobus, Nachtbus",219,POINT (10.020287 53.557172),EPSG:4326
Böckmannstraße,de:02000:10050::100138,"M16,N608",2,"Metrobus, Nachtbus",219,POINT (10.015201 53.554855),EPSG:4326
HBF/Kirchenallee,de:02000:10051::100142,"M17,M18,M6,N606,N607",5,"Metrobus, Nachtbus",696,POINT (10.008613 53.552852),EPSG:4326
Gurlittstraße,de:02000:10052::100143,"M17,M18,M6,N606,N607",5,"Metrobus, Nachtbus",696,POINT (10.011180 53.557360),EPSG:4326
AK St.Georg,de:02000:10053::100144,"M17,M18,M6,N606,N607",5,"Metrobus, Nachtbus",696,POINT (10.014461 53.559779),EPSG:4326
Graumannsweg,de:02000:10054::100145,"M17,M18,M6,N606,N607",5,"Metrobus, Nachtbus",696,POINT (10.017710 53.562890),EPSG:4326
Normannenweg,de:02000:10055::100171,"120,122,124,224,M25",5,"Metrobus, Stadtbus",263,POINT (10.035080 53.551820),EPSG:4326
Osterbrookplatz,de:02000:10056::100017,112,1,Stadtbus,102,POINT (10.058140 53.547080),EPSG:4326
Repsoldstraße,de:02000:10057::100020,112,1,Stadtbus,106,POINT (10.015019 53.548275),EPSG:4326
Albertstraße,de:02000:10058::100026,112,1,Stadtbus,208,POINT (10.019789 53.549104),EPSG:4326
Alfredstraße,de:02000:10059::100155,261,1,Stadtbus,111,POINT (10.031846 53.557267),EPSG:4326
S Hammerbrook (Nord),de:02000:10060::100030,112,1,Stadtbus,208,POINT (10.023081 53.547632),EPSG:4326
Ausschläger Allee (Kfz-Verwahrstelle),de:02000:10062::100622,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (10.061763 53.530877),EPSG:4326
Jakobikirchhof,de:02000:10064::100611,"M16,M17,M6,X35,X80",5,"Expressbus, Metrobus",882,POINT (10.000220 53.550010),EPSG:4326
Stoeckhardtstraße,de:02000:10067::100673,530,1,Stadtbus,96,POINT (10.049617 53.557802),EPSG:4326
Griesstraße,de:02000:10068::100682,530,1,Stadtbus,96,POINT (10.047123 53.562370),EPSG:4326
Hirschgraben,de:02000:10069::100692,530,1,Stadtbus,96,POINT (10.044492 53.563863),EPSG:4326
Marienkrankenhaus,de:02000:10070::100702,530,1,Stadtbus,96,POINT (10.034996 53.561002),EPSG:4326
S Landwehr (Hasselbrookstraße),de:02000:10071::100475,530,1,Stadtbus,96,POINT (10.037640 53.561793),EPSG:4326
Bullenhuser Damm (West),de:02000:10073::100731,"120,122,124,160,224,530",6,Stadtbus,346,POINT (10.043053 53.542583),EPSG:4326
Grevenweg,de:02000:10090::100069,130,1,Stadtbus,98,POINT (10.042546 53.550931),EPSG:4326
AIRBUS (Osttor/Einfahrt),de:02000:10150::11015001,"1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,4714,4750",13,Stadtbus,1,POINT (9.846903 53.537697),EPSG:4326
Airbus (Fähranleger/Haus 25),de:02000:10166::11016601,"1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,4714,4750",13,Stadtbus,22,POINT (9.841068 53.543113),EPSG:4326
Haus des KFZ-Gewerbes,de:02000:10801::108001,130,1,Stadtbus,93,POINT (10.034940 53.541411),EPSG:4326
Banksstraße (Großmarkt),de:02000:10805::108052,N602,1,Nachtbus,8,POINT (10.014999 53.544662),EPSG:4326
Deichtorhallen,de:02000:10806::108062,N602,1,Nachtbus,8,POINT (10.007160 53.545812),EPSG:4326
Oberhafenbrücke,de:02000:10807::108071,N602,1,Nachtbus,8,POINT (10.005370 53.544408),EPSG:4326
Pröbenweg,de:02000:10808::108081,530,1,Stadtbus,99,POINT (10.050193 53.554429),EPSG:4326
Dimpfelweg,de:02000:10809::108091,530,1,Stadtbus,99,POINT (10.049314 53.552937),EPSG:4326
Borstelmannsweg 133,de:02000:10810::108101,530,1,Stadtbus,99,POINT (10.051105 53.548208),EPSG:4326
Hammer Deich (Ost),de:02000:10811::108111,530,1,Stadtbus,99,POINT (10.048760 53.545430),EPSG:4326
Kreuzbrook,de:02000:10812::108121,530,1,Stadtbus,99,POINT (10.045445 53.546398),EPSG:4326
Billhorner Deich (Wasserforum),de:02000:10814::108141,530,1,Stadtbus,92,POINT (10.041569 53.533657),EPSG:4326
Entenwerder Stieg,de:02000:10815::108151,530,1,Stadtbus,92,POINT (10.042881 53.530341),EPSG:4326
Kaltehofe-Hinterdeich,de:02000:10816::108161,530,1,Stadtbus,62,POINT (10.045877 53.526955),EPSG:4326
HBF/Mönckebergstraße,de:02000:11001::100001,"M19,M3,M5,N606,N607,N608,N609,N610,N640,N641",10,"Metrobus, Nachtbus",1063,POINT (10.003966 53.551546),EPSG:4326
Gerhart-Hauptmann-Platz,de:02000:11002::110002,"M19,M3,M5,N606,N607,N608,N609,N610,N640,N641",10,"Metrobus, Nachtbus",1063,POINT (9.998590 53.550784),EPSG:4326
Rathausmarkt,de:02000:11003:3:110011,"M19,M3,M4,M5,N601,N602,N603,N604,N605,N606,N607,N608,N609,N610,N640,N641,X35,X80",18,"Expressbus, Metrobus, Nachtbus",1745,POINT (9.994530 53.550470),EPSG:4326
U Rödingsmarkt (Großer Burstah),de:02000:11004::110015,"M3,N601,N607,N608,N609,N610,N641,X35,X80",9,"Expressbus, Metrobus, Nachtbus",682,POINT (9.989353 53.548365),EPSG:4326
Michaeliskirche,de:02000:11005:1:110045,"M16,M17,N601,N609,N610,N641",6,"Metrobus, Nachtbus",478,POINT (9.977956 53.549359),EPSG:4326
Brandstwiete,de:02000:11006::110152,"M4,M6,N602",3,"Metrobus, Nachtbus",378,POINT (9.996940 53.547250),EPSG:4326
Museum für Hamburgische Geschichte,de:02000:11007::110051,"112,N607",2,"Nachtbus, Stadtbus",223,POINT (9.974235 53.550735),EPSG:4326
Handwerkskammer,de:02000:11008::110053,"112,N607",2,"Nachtbus, Stadtbus",223,POINT (9.976578 53.553215),EPSG:4326
Johannes-Brahms-Platz,de:02000:11009,"M3,N607,X35",3,"Expressbus, Metrobus, Nachtbus",585,POINT (9.981430 53.554563),EPSG:4326
Axel-Springer-Platz,de:02000:11010::110057,"M3,N607,X35",3,"Expressbus, Metrobus, Nachtbus",585,POINT (9.984770 53.552530),EPSG:4326
Parkallee,de:02000:11011::1101231,M15,1,Metrobus,228,POINT (9.983980 53.572540),EPSG:4326
U Stephansplatz,de:02000:11013:2:110064,"112,M19,M4,M5,N603,N604,N605",7,"Metrobus, Nachtbus, Stadtbus",1404,POINT (9.988990 53.558220),EPSG:4326
Museum am Rothenbaum,de:02000:11016::110034,114,1,Stadtbus,44,POINT (9.988423 53.568402),EPSG:4326
U Feldstraße,de:02000:11017::110078,"M17,M3,N602,X3",4,"Expressbus, Metrobus, Nachtbus",721,POINT (9.969056 53.557306),EPSG:4326
Heinrich-Hertz-Turm,de:02000:11019::110050,N603,1,Nachtbus,13,POINT (9.976250 53.564660),EPSG:4326
U S Jungfernstieg,de:02000:11020::110066,"M19,M4,M5,N602,N603,N604,N605,X3",8,"Expressbus, Metrobus, Nachtbus",1418,POINT (9.992796 53.553105),EPSG:4326
Universität/Staatsbibliothek,de:02000:11021::110110,"M4,M5,N603,N604",4,"Metrobus, Nachtbus",888,POINT (9.984760 53.563950),EPSG:4326
Bf. Dammtor,de:02000:11022:3:110100,"114,M4,M5,N603,N604",5,"Metrobus, Nachtbus, Stadtbus",939,POINT (9.990126 53.561188),EPSG:4326
Fontenay,de:02000:11023::110106,"114,M19,N605",3,"Metrobus, Nachtbus, Stadtbus",345,POINT (9.994480 53.564490),EPSG:4326
Magellan-Terrassen,de:02000:11026::110012,"111,N602",2,"Nachtbus, Stadtbus",131,POINT (9.993398 53.542496),EPSG:4326
U Hallerstraße,de:02000:11027:2:110009,"114,M15,N605",3,"Metrobus, Nachtbus, Stadtbus",325,POINT (9.988660 53.572670),EPSG:4326
Bezirksamt Eimsbüttel,de:02000:11028:1:110120,"M15,M4,M5,N604,X35",5,"Expressbus, Metrobus, Nachtbus",1287,POINT (9.978420 53.572200),EPSG:4326
U Hoheluftbrücke,de:02000:11029::110081,"M5,N604,X35",3,"Expressbus, Metrobus, Nachtbus",688,POINT (9.976760 53.577987),EPSG:4326
U Meßberg,de:02000:11031::110038,X3,1,Expressbus,104,POINT (10.002146 53.547449),EPSG:4326
Kunsthalle,de:02000:11033::100213,112,1,Stadtbus,209,POINT (10.000937 53.555538),EPSG:4326
Oberstraße,de:02000:11034::110072,"114,N605",2,"Nachtbus, Stadtbus",97,POINT (9.988930 53.577660),EPSG:4326
Grindelhof,de:02000:11035::110116,"M4,M5,N604",3,"Metrobus, Nachtbus",882,POINT (9.980890 53.567110),EPSG:4326
Paulinenstraße,de:02000:11039::110148,M17,1,Metrobus,212,POINT (9.964739 53.554625),EPSG:4326
U Baumwall,de:02000:11041:2:110177,"111,M2,N608",3,"Metrobus, Nachtbus, Stadtbus",350,POINT (9.979457 53.544216),EPSG:4326
Marco-Polo-Terrassen,de:02000:11042::110094,"111,N602",2,"Nachtbus, Stadtbus",131,POINT (9.993807 53.540247),EPSG:4326
Auf dem Sande (Speicherstadt),de:02000:11044::110176,"M6,N602",2,"Metrobus, Nachtbus",109,POINT (9.990488 53.544110),EPSG:4326
Bei St.Annen,de:02000:11046::110187,"M6,N602",2,"Metrobus, Nachtbus",215,POINT (9.997200 53.545600),EPSG:4326
Hamburg Messe (Eingang Mitte),de:02000:11048::110192,X35,1,Expressbus,177,POINT (9.975909 53.562008),EPSG:4326
Domstraße,de:02000:11049::110473,"M16,M17",2,Metrobus,416,POINT (9.994280 53.547870),EPSG:4326
U Überseequartier,de:02000:11050::110044,"111,N602",2,"Nachtbus, Stadtbus",131,POINT (9.997012 53.540756),EPSG:4326
U HafenCity Universität,de:02000:11051::110076,111,1,Stadtbus,122,POINT (10.005159 53.540747),EPSG:4326
Am Kaiserkai (Elbphilharmonie),de:02000:11053::110111,"111,M2",2,"Metrobus, Stadtbus",336,POINT (9.985045 53.542724),EPSG:4326
Koreastraße,de:02000:11054::110541,"111,N602",2,"Nachtbus, Stadtbus",130,POINT (10.001984 53.543637),EPSG:4326
Osakaallee,de:02000:11058::110109,111,1,Stadtbus,122,POINT (9.998621 53.542844),EPSG:4326
Singapurstraße,de:02000:11062::110622,"M2,M6,N602",3,"Metrobus, Nachtbus",429,POINT (9.997009 53.543907),EPSG:4326
Baakenhöft,de:02000:11064::110641,111,1,Stadtbus,61,POINT (10.008790 53.538086),EPSG:4326
U S Elbbrücken,de:02000:11065::110653,"155,256",2,Stadtbus,54,POINT (10.024140 53.535240),EPSG:4326
U S Elbbrücken (Baakenwerder Straße),de:02000:11066::110661,"119,130",2,Stadtbus,93,POINT (10.022373 53.536434),EPSG:4326
Ericusspitze,de:02000:11067::110672,M2,1,Metrobus,214,POINT (10.003045 53.545958),EPSG:4326
Lademannbogen 51,de:02000:11070::110701,193,1,Stadtbus,36,POINT (10.030945 53.643281),EPSG:4326
Rambachstraße,de:02000:11072::110721,"111,M2,N608",3,"Metrobus, Nachtbus, Stadtbus",350,POINT (9.975185 53.544681),EPSG:4326
Hohenesch,de:02000:11073::110731,"288,M16,M2",3,"Metrobus, Stadtbus",378,POINT (9.928580 53.555360),EPSG:4326
Zeisehallen,de:02000:11074,M16,1,Metrobus,102,POINT (9.927454 53.554554),EPSG:4326
Victoriaallee,de:02000:11076::110761,462,1,Stadtbus,16,POINT (10.191600 53.609270),EPSG:4326
Lily-Braun-Straße,de:02000:11077::110771,"134,234,329,335,N629",5,"Nachtbus, Stadtbus",177,POINT (10.173942 53.487335),EPSG:4326
Zoologisches Museum,de:02000:11101::110303,X35,1,Expressbus,177,POINT (9.977590 53.567020),EPSG:4326
Schule Norderschulweg,de:02000:13011::130131,350,1,Stadtbus,2,POINT (9.876497 53.531872),EPSG:4326
Fehrsweg,de:02000:13087::130274,"172,392",2,Stadtbus,164,POINT (10.021155 53.630823),EPSG:4326
Stoppelfeld,de:02000:13088::130881,"168,368",2,Stadtbus,151,POINT (10.147544 53.612131),EPSG:4326
Am Kroog,de:02000:13089::130891,"168,368",2,Stadtbus,151,POINT (10.140894 53.609397),EPSG:4326
Arnswalder Straße,de:02000:13090::130901,"168,368",2,Stadtbus,151,POINT (10.151109 53.613552),EPSG:4326
Dampfschiffsweg,de:02000:16363::6306301,157,1,Stadtbus,36,POINT (9.982973 53.471003),EPSG:4326
Wilhelm-Weber-Straße,de:02000:16364::6306401,157,1,Stadtbus,36,POINT (9.977991 53.473429),EPSG:4326
U Legienstraße,de:02000:19165::191651,161,1,Stadtbus,190,POINT (10.097897 53.546207),EPSG:4326
Neuer Fährweg,de:02000:19740::51974001,"257,2719,350,550",4,Stadtbus,111,POINT (9.791490 53.530180),EPSG:4326
Beim Avenberg,de:02000:20000::200090,"122,124,222,224",4,Stadtbus,112,POINT (10.082770 53.470850),EPSG:4326
Halskestraße (West),de:02000:20001::200065,"120,220",2,Stadtbus,40,POINT (10.075122 53.525604),EPSG:4326
Halskestraße (Mitte),de:02000:20002::200066,"120,220",2,Stadtbus,40,POINT (10.084483 53.520381),EPSG:4326
Andreas-Meyer-Straße (Mitte),de:02000:20004::200056,"124,224",2,Stadtbus,78,POINT (10.078271 53.518081),EPSG:4326
Andreas-Meyer-Straße (Ost),de:02000:20005::200058,"124,224",2,Stadtbus,40,POINT (10.083147 53.515050),EPSG:4326
Moorfleet,de:02000:20006::200054,"120,122,124,220,222,224",6,Stadtbus,112,POINT (10.087650 53.511740),EPSG:4326
Billwerder Bucht,de:02000:20007::200064,"122,220",2,Stadtbus,34,POINT (10.067573 53.522971),EPSG:4326
Moorfleeter Deich,de:02000:20008::200063,"122,220",2,Stadtbus,20,POINT (10.069523 53.517601),EPSG:4326
Sandwisch,de:02000:20009::200062,"122,220",2,Stadtbus,34,POINT (10.074201 53.515239),EPSG:4326
Moorfleeter Hauptdeich,de:02000:20011::200053,"120,122,124,220,222,224,530",7,Stadtbus,178,POINT (10.079170 53.500940),EPSG:4326
Tatenberger Schleuse,de:02000:20012::200052,"120,122,124,220,222,224",6,Stadtbus,147,POINT (10.077925 53.497768),EPSG:4326
Tatenberger Damm,de:02000:20013::200051,"120,122,124,220,222,224",6,Stadtbus,149,POINT (10.067810 53.492510),EPSG:4326
Spadenländer Ecke,de:02000:20014::200037,"120,122,124,220,222,224",6,Stadtbus,151,POINT (10.065172 53.491318),EPSG:4326
Beim Bieberhof,de:02000:20015::200048,"120,122,124,222,224",5,Stadtbus,147,POINT (10.072140 53.485360),EPSG:4326
Fasanengrund,de:02000:20016::200047,"120,122,124,222,224",5,Stadtbus,147,POINT (10.075747 53.480499),EPSG:4326
Schwersweg,de:02000:20017::200046,"120,122,124,222,224",5,Stadtbus,147,POINT (10.077780 53.477120),EPSG:4326
Hofschläger Deich,de:02000:20018::200038,"220,222",2,Stadtbus,8,POINT (10.054180 53.486040),EPSG:4326
Elversweg,de:02000:20019:2:200001,"120,122,124,222,224,422",6,Stadtbus,157,POINT (10.079430 53.473640),EPSG:4326
Ochsenwerder Kirche,de:02000:20020::200002,"222,422",2,Stadtbus,9,POINT (10.084579 53.476901),EPSG:4326
Eichholzfelder Deich,de:02000:20021::200003,"222,422",2,Stadtbus,9,POINT (10.090140 53.479530),EPSG:4326
Ochsenwerder Mühlenweg,de:02000:20022::200004,"222,422",2,Stadtbus,9,POINT (10.098650 53.478870),EPSG:4326
Reitdeich,de:02000:20023::200005,"222,422",2,Stadtbus,9,POINT (10.101470 53.475680),EPSG:4326
Goseburg,de:02000:20024::200006,"222,422",2,Stadtbus,9,POINT (10.104433 53.471616),EPSG:4326
Ochsenwerder Norderdeich,de:02000:20025::200007,"222,422",2,Stadtbus,9,POINT (10.113506 53.465477),EPSG:4326
Oortkatenweg (Nord),de:02000:20026::200008,"222,422",2,Stadtbus,7,POINT (10.120084 53.464200),EPSG:4326
Gauert,de:02000:20027::200043,"122,124,222,224",4,Stadtbus,112,POINT (10.088398 53.463825),EPSG:4326
Oortkatenweg,de:02000:20028::200042,"122,124,127,222,224",5,Stadtbus,131,POINT (10.105140 53.456890),EPSG:4326
Hohendeicher See (Nord),de:02000:20029::200015,422,1,Stadtbus,5,POINT (10.099727 53.449436),EPSG:4326
Ochsenwerder Elbdeich,de:02000:20030::200014,422,1,Stadtbus,5,POINT (10.107880 53.446645),EPSG:4326
Siedlung Fünfhausen,de:02000:20031::200041,"122,124,127,222,224",5,Stadtbus,152,POINT (10.114908 53.451243),EPSG:4326
Hohedeich (Feuerwehr),de:02000:20032::200013,422,1,Stadtbus,5,POINT (10.111451 53.441641),EPSG:4326
Hohedeich,de:02000:20033::200012,422,1,Stadtbus,5,POINT (10.114984 53.440582),EPSG:4326
Durchdeich (Süd),de:02000:20034::200011,422,1,Stadtbus,5,POINT (10.121390 53.441140),EPSG:4326
Schule Ochsenwerder,de:02000:20035::200023,"120,220,222,223,422",5,Stadtbus,46,POINT (10.073744 53.471144),EPSG:4326
Dorferbogen,de:02000:20036::200022,"120,220,222,223,422",5,Stadtbus,51,POINT (10.067132 53.468049),EPSG:4326
Gauerter Hauptdeich 35,de:02000:20037::200020,"120,223,422",3,Stadtbus,43,POINT (10.066752 53.463227),EPSG:4326
Gauerter Hauptdeich 77,de:02000:20038::200019,"120,223,422",3,Stadtbus,43,POINT (10.069960 53.460260),EPSG:4326
Ochsenwerder Elbdeich 3,de:02000:20039::200018,"120,223,422",3,Stadtbus,43,POINT (10.075620 53.457380),EPSG:4326
Oortkaten,de:02000:20040:1:200016,"120,223,422",3,Stadtbus,43,POINT (10.090420 53.449050),EPSG:4326
Overhaken,de:02000:20041::200027,"120,223,422",3,Stadtbus,38,POINT (10.106910 53.436790),EPSG:4326
Overwerder,de:02000:20042::200026,"120,223,322,323,422",5,Stadtbus,46,POINT (10.113370 53.430640),EPSG:4326
Spadenländer Elbdeich,de:02000:20043::200036,"220,222",2,Stadtbus,8,POINT (10.062524 53.478147),EPSG:4326
Homannring,de:02000:20044::200092,"122,124,127,222,224",5,Stadtbus,152,POINT (10.124110 53.447530),EPSG:4326
Andreas-Meyer-Straße (West),de:02000:20045::200084,"124,224",2,Stadtbus,40,POINT (10.071366 53.522373),EPSG:4326
Nagelstegel,de:02000:20046::200085,"120,223,422",3,Stadtbus,43,POINT (10.080760 53.456070),EPSG:4326
Oortkatenufer,de:02000:20048::200087,"120,223,422",3,Stadtbus,38,POINT (10.101273 53.440679),EPSG:4326
Moorfleeter Kirchenweg,de:02000:20051::200104,"122,220",2,Stadtbus,20,POINT (10.081972 53.513144),EPSG:4326
Moorfleet (Feuerwehr),de:02000:20052::200103,"122,220",2,Stadtbus,20,POINT (10.086668 53.512062),EPSG:4326
Moorfleet (Halskestraße),de:02000:20053::200105,"120,220,230,430",4,Stadtbus,212,POINT (10.088752 53.512477),EPSG:4326
Hein-Baxmann-Stieg,de:02000:20054::200541,"122,220",2,Stadtbus,34,POINT (10.083613 53.512958),EPSG:4326
Kneidenweg,de:02000:20056::200561,530,1,Stadtbus,32,POINT (10.072470 53.500810),EPSG:4326
Moorfleeter Brückenstraße,de:02000:20057::200571,530,1,Stadtbus,32,POINT (10.082732 53.500501),EPSG:4326
Moorfleeter Deich 344,de:02000:20058::200581,530,1,Stadtbus,32,POINT (10.091335 53.495820),EPSG:4326
Billbrookdeich 210,de:02000:21001::210001,"430,432",2,Stadtbus,114,POINT (10.104109 53.534977),EPSG:4326
Billstieg,de:02000:21002::210019,"430,432",2,Stadtbus,58,POINT (10.108458 53.534097),EPSG:4326
Schule Billbrookdeich,de:02000:21003::210003,"430,432",2,Stadtbus,56,POINT (10.111032 53.532701),EPSG:4326
Billwerder Billdeich (West),de:02000:21005::210022,330,1,Stadtbus,37,POINT (10.114072 53.522605),EPSG:4326
Maler- und Lackierer-Museum,de:02000:21006::210023,330,1,Stadtbus,37,POINT (10.119860 53.521080),EPSG:4326
Glockenhausbrücke,de:02000:21007::210024,330,1,Stadtbus,37,POINT (10.123500 53.517710),EPSG:4326
Billwerder Kirche,de:02000:21008::210025,330,1,Stadtbus,37,POINT (10.127920 53.514223),EPSG:4326
Billwerder Billdeich 174,de:02000:21009::210026,330,1,Stadtbus,37,POINT (10.129528 53.509429),EPSG:4326
Billwerder (Feuerwehr),de:02000:21010::210027,330,1,Stadtbus,37,POINT (10.135669 53.504576),EPSG:4326
Mittlerer Landweg (Nord),de:02000:21011::210029,"221,330",2,Stadtbus,73,POINT (10.139988 53.502661),EPSG:4326
Schule Mittlerer Landweg,de:02000:21012::210030,"221,330,530",3,Stadtbus,26,POINT (10.134210 53.498840),EPSG:4326
Rungedamm (Nord),de:02000:21013::210034,"230,430",2,Stadtbus,172,POINT (10.106671 53.500193),EPSG:4326
