{https://registry.gdi-de.org/id/de.hh.up}name,{https://registry.gdi-de.org/id/de.hh.up}dhid,{https://registry.gdi-de.org/id/de.hh.up}linien,{https://registry.gdi-de.org/id/de.hh.up}linienzahl,{https://registry.gdi-de.org/id/de.hh.up}art,{https://registry.gdi-de.org/id/de.hh.up}abfahrten,{https://registry.gdi-de.org/id/de.hh.up}geom,CRS
Offenbachweg,de:02000:65027::650054,"M24,N617",2,"Metrobus, Nachtbus",205,POINT (10.173582 53.632493),EPSG:4326
Eggerskamp,de:02000:65028::650093,"168,275,368,M24",4,"Metrobus, Stadtbus",276,POINT (10.156503 53.610753),EPSG:4326
Forum Gymnasium Rahlstedt,de:02000:65030::650094,M26,1,Metrobus,286,POINT (10.142803 53.600362),EPSG:4326
Lapplandring,de:02000:65031::650056,"M24,N617",2,"Metrobus, Nachtbus",205,POINT (10.169130 53.630590),EPSG:4326
Warnemünder Weg,de:02000:65032::650098,562,1,Stadtbus,79,POINT (10.164140 53.608120),EPSG:4326
Moränenweg,de:02000:65033::650101,562,1,Stadtbus,79,POINT (10.163760 53.611110),EPSG:4326
Rahlstedter Kamp,de:02000:65034::650104,M29,1,Metrobus,70,POINT (10.173770 53.608680),EPSG:4326
Waterblöckenwiese,de:02000:65035::650105,M29,1,Metrobus,74,POINT (10.176060 53.609340),EPSG:4326
U Berne (Kriegkamp),de:02000:65037::650007,275,1,Stadtbus,199,POINT (10.140039 53.626733),EPSG:4326
Neuer Höltigbaum,de:02000:65802::658001,M29,1,Metrobus,60,POINT (10.185185 53.608393),EPSG:4326
Naturschutzgebiet Höltigbaum,de:02000:65803::658003,M29,1,Metrobus,102,POINT (10.183444 53.611254),EPSG:4326
Neurahlstedter Graben,de:02000:65808::658081,M29,1,Metrobus,142,POINT (10.178250 53.610440),EPSG:4326
Mundsburger Brücke,de:02000:70001:1:700011,"172,M17,M18,M6,N606,N607",6,"Metrobus, Nachtbus, Stadtbus",807,POINT (10.019860 53.565650),EPSG:4326
Averhoffstraße,de:02000:70002::700066,"M17,M6,N606",3,"Metrobus, Nachtbus",470,POINT (10.016790 53.570650),EPSG:4326
Zimmerstraße,de:02000:70003::700068,"M17,M6,N606",3,"Metrobus, Nachtbus",470,POINT (10.014910 53.574630),EPSG:4326
Hans-Henny-Jahnn-Weg,de:02000:70004::700075,"M17,M25,M6,N606",4,"Metrobus, Nachtbus",709,POINT (10.014160 53.578220),EPSG:4326
Gertigstraße,de:02000:70005::700077,"M17,M25,M6,N606",4,"Metrobus, Nachtbus",709,POINT (10.011980 53.581010),EPSG:4326
Goldbekplatz,de:02000:70006:1:700080,"M17,M25,M6,N606",4,"Metrobus, Nachtbus",709,POINT (10.009700 53.583600),EPSG:4326
Dorotheenstraße,de:02000:70007::700086,"M25,N606",2,"Metrobus, Nachtbus",251,POINT (10.004990 53.587295),EPSG:4326
U Sierichstraße,de:02000:70008::700089,"M19,M25,N606",3,"Metrobus, Nachtbus",543,POINT (10.002491 53.590569),EPSG:4326
Semperstraße,de:02000:70009::700087,"M17,M6,X22",3,"Expressbus, Metrobus",687,POINT (10.017573 53.586531),EPSG:4326
Wiesendamm (Mitte),de:02000:70010::700121,N600,1,Nachtbus,19,POINT (10.022620 53.589055),EPSG:4326
U Borgweg,de:02000:70011::700117,"179,M17,M6",3,"Metrobus, Stadtbus",173,POINT (10.015606 53.590934),EPSG:4326
Maria-Louisen-Straße (Nord),de:02000:70012::700113,"N600,X22",2,"Expressbus, Nachtbus",227,POINT (10.006560 53.591590),EPSG:4326
Winterhuder Marktplatz,de:02000:70013:1:700092,"M19,M20,M25,N600,N606,X22",6,"Expressbus, Metrobus, Nachtbus",990,POINT (9.999288 53.594544),EPSG:4326
Stadtpark (Planetarium),de:02000:70014::700109,179,1,Stadtbus,81,POINT (10.013886 53.596080),EPSG:4326
Ohlsdorfer Straße (Planetarium),de:02000:70015::700095,M20,1,Metrobus,217,POINT (10.006957 53.599404),EPSG:4326
Jahnring (Mitte),de:02000:70016::700097,"179,M20",2,"Metrobus, Stadtbus",298,POINT (10.013911 53.599946),EPSG:4326
Überseering (West),de:02000:70017::700102,"118,179,M20,M26",4,"Metrobus, Stadtbus",503,POINT (10.017396 53.600400),EPSG:4326
New-York-Ring,de:02000:70018::700106,"118,M20,M26",3,"Metrobus, Stadtbus",422,POINT (10.017277 53.602284),EPSG:4326
S Rübenkamp,de:02000:70019::700163,"118,M20,M26,M28",4,"Metrobus, Stadtbus",619,POINT (10.032909 53.607485),EPSG:4326
Hebebrandstraße,de:02000:70020:1:700158,"118,172,M26,M28,M7,N607",6,"Metrobus, Nachtbus, Stadtbus",1169,POINT (10.038584 53.608299),EPSG:4326
Schmuckshöhe,de:02000:70021::700171,"172,N607",2,"Nachtbus, Stadtbus",210,POINT (10.037040 53.611220),EPSG:4326
Feuerbergstraße,de:02000:70022::700173,"172,N607",2,"Nachtbus, Stadtbus",210,POINT (10.035590 53.614410),EPSG:4326
AK Barmbek,de:02000:70023::700156,"172,M28,M7,N607",4,"Metrobus, Nachtbus, Stadtbus",768,POINT (10.039850 53.605260),EPSG:4326
Hartzloh,de:02000:70024::700154,"172,M28,M7,N607",4,"Metrobus, Nachtbus, Stadtbus",768,POINT (10.040910 53.601651),EPSG:4326
Neue Wöhr,de:02000:70025::700148,"172,M28,M7,N607",4,"Metrobus, Nachtbus, Stadtbus",664,POINT (10.041536 53.598981),EPSG:4326
Hermann-Kauffmann-Straße,de:02000:70026::700146,"172,M7,N607",3,"Metrobus, Nachtbus, Stadtbus",559,POINT (10.044000 53.594590),EPSG:4326
Hellbrookstraße,de:02000:70027:1:700143,"172,177,M17,M7,N607,N617",6,"Metrobus, Nachtbus, Stadtbus",1019,POINT (10.044262 53.591453),EPSG:4326
U Saarlandstraße,de:02000:70029:3:700063,"171,172,261,M17,M18,N600",6,"Metrobus, Nachtbus, Stadtbus",881,POINT (10.033278 53.587967),EPSG:4326
Großheidestraße,de:02000:70030::700133,"172,M17",2,"Metrobus, Stadtbus",436,POINT (10.027082 53.585397),EPSG:4326
Jarrestraße (Kampnagel),de:02000:70031::700135,"172,M17",2,"Metrobus, Stadtbus",436,POINT (10.020240 53.583890),EPSG:4326
Bachstraße,de:02000:70034::700141,172,1,Stadtbus,113,POINT (10.025091 53.576822),EPSG:4326
Beethovenstraße,de:02000:70036::700019,"172,M18,M25",3,"Metrobus, Stadtbus",568,POINT (10.021420 53.574940),EPSG:4326
U Mundsburg,de:02000:70037:2:700014,"172,M18,M25,N607",4,"Metrobus, Nachtbus, Stadtbus",689,POINT (10.027045 53.570270),EPSG:4326
Harzensweg,de:02000:70038::700166,"177,M17,N617",3,"Metrobus, Nachtbus, Stadtbus",460,POINT (10.049880 53.591690),EPSG:4326
U Hamburger Straße,de:02000:70039:2:700023,"261,M18,N607,X22",4,"Expressbus, Metrobus, Nachtbus, Stadtbus",429,POINT (10.035432 53.575003),EPSG:4326
Biedermannplatz,de:02000:70040:1:700056,"171,261,M18,X22",4,"Expressbus, Metrobus, Stadtbus",634,POINT (10.032160 53.579840),EPSG:4326
Brucknerstraße (Arbeitsgerichte),de:02000:70041::700060,"171,261,M18",3,"Metrobus, Stadtbus",426,POINT (10.033537 53.583566),EPSG:4326
U Dehnhaide,de:02000:70042:2:700027,"171,N607",2,"Nachtbus, Stadtbus",170,POINT (10.040797 53.580004),EPSG:4326
Wachtelstraße,de:02000:70044::700039,M18,1,Metrobus,284,POINT (10.052571 53.588203),EPSG:4326
Habichtsplatz,de:02000:70045::700152,M28,1,Metrobus,209,POINT (10.046580 53.596000),EPSG:4326
U Habichtstraße (Steilshooper Straße),de:02000:70046::700195,"177,M17,N617",3,"Metrobus, Nachtbus, Stadtbus",460,POINT (10.050076 53.595130),EPSG:4326
Langenfort,de:02000:70047::700193,"177,M17,N617",3,"Metrobus, Nachtbus, Stadtbus",460,POINT (10.050760 53.599790),EPSG:4326
Richeystraße,de:02000:70048::700189,"M17,N617",2,"Metrobus, Nachtbus",260,POINT (10.051310 53.602940),EPSG:4326
Schwarzer Weg,de:02000:70049::700187,"M17,N617",2,"Metrobus, Nachtbus",260,POINT (10.055691 53.606366),EPSG:4326
Alfred-Mahlau-Weg,de:02000:70050:1:700180,"118,M26,M7,N617",4,"Metrobus, Nachtbus, Stadtbus",757,POINT (10.054587 53.609713),EPSG:4326
Eichenlohweg,de:02000:70051::700174,"118,M26,M7",3,"Metrobus, Stadtbus",750,POINT (10.044339 53.608422),EPSG:4326
Gründgensstraße (West),de:02000:70052::700176,"118,M26,M7",3,"Metrobus, Stadtbus",750,POINT (10.045899 53.611432),EPSG:4326
Fritz-Flinte-Ring,de:02000:70053::700178,"118,M26,M7",3,"Metrobus, Stadtbus",750,POINT (10.050060 53.610500),EPSG:4326
Einkaufszentrum Steilshoop,de:02000:70054::700224,"118,M26,M7,N617",4,"Metrobus, Nachtbus, Stadtbus",757,POINT (10.058777 53.610353),EPSG:4326
Hallenbad Bramfeld,de:02000:70055::700256,118,1,Stadtbus,190,POINT (10.069330 53.611080),EPSG:4326
Erich-Ziegel-Ring,de:02000:70056::700231,"118,177,M7",3,"Metrobus, Stadtbus",666,POINT (10.064365 53.612439),EPSG:4326
Gründgensstraße (Ost),de:02000:70057::700226,"118,177,M7",3,"Metrobus, Stadtbus",333,POINT (10.065740 53.613491),EPSG:4326
Leeschenblick,de:02000:70058::700184,"118,177",2,Stadtbus,198,POINT (10.071750 53.614604),EPSG:4326
Fabriciusstraße,de:02000:70059:1:630176,"118,177,M17,M26,N617",5,"Metrobus, Nachtbus, Stadtbus",827,POINT (10.067520 53.608540),EPSG:4326
Gustav-Seitz-Weg,de:02000:70060::700214,"177,M17,M26,N617",4,"Metrobus, Nachtbus, Stadtbus",624,POINT (10.063406 53.608699),EPSG:4326
Owiesenstraße,de:02000:70061::700206,177,1,Stadtbus,171,POINT (10.067165 53.606831),EPSG:4326
Fabriciusstraße (Mitte),de:02000:70062::700204,177,1,Stadtbus,200,POINT (10.065633 53.604585),EPSG:4326
Buschrosenweg,de:02000:70063::700202,177,1,Stadtbus,200,POINT (10.062450 53.601320),EPSG:4326
Hellbrookkamp,de:02000:70064::700200,177,1,Stadtbus,200,POINT (10.060669 53.597669),EPSG:4326
Maybachstraße,de:02000:70065::700191,177,1,Stadtbus,200,POINT (10.056056 53.598440),EPSG:4326
Burmesterstraße,de:02000:70066::700264,"171,172,261,M17,M18,N600",6,"Metrobus, Nachtbus, Stadtbus",881,POINT (10.036886 53.587536),EPSG:4326
Habichtstraße (Mitte),de:02000:70067::700041,"M18,M28",2,Metrobus,493,POINT (10.055891 53.591440),EPSG:4326
Hebbelstraße,de:02000:70068::700071,M25,1,Metrobus,239,POINT (10.018526 53.577386),EPSG:4326
Borchertring,de:02000:70070::700228,"118,177,M7",3,"Metrobus, Stadtbus",433,POINT (10.067739 53.614971),EPSG:4326
Lämmersieth (Mitte),de:02000:70071::600114,"M23,N600",2,"Metrobus, Nachtbus",394,POINT (10.053295 53.584782),EPSG:4326
Genslerstraße,de:02000:70072::700269,M23,1,Metrobus,211,POINT (10.038160 53.592930),EPSG:4326
S Alte Wöhr,de:02000:70073::700271,M23,1,Metrobus,211,POINT (10.036860 53.597480),EPSG:4326
Lauensteinstraße,de:02000:70074::700273,M23,1,Metrobus,211,POINT (10.036034 53.600118),EPSG:4326
U Uhlandstraße,de:02000:70075::700004,172,1,Stadtbus,113,POINT (10.026167 53.565499),EPSG:4326
Stückenstraße (Schön Klinik),de:02000:70076::700033,213,1,Stadtbus,191,POINT (10.049471 53.579243),EPSG:4326
Holsteinischer Kamp,de:02000:70077::700034,213,1,Stadtbus,191,POINT (10.048770 53.575820),EPSG:4326
Langenrehm,de:02000:70078::700017,213,1,Stadtbus,191,POINT (10.046972 53.582734),EPSG:4326
U Habichtstraße,de:02000:70084::700285,M28,1,Metrobus,209,POINT (10.050739 53.593801),EPSG:4326
Lämmersieth (Nord),de:02000:70085::700283,M28,1,Metrobus,209,POINT (10.061350 53.588920),EPSG:4326
Flotowstraße,de:02000:70087::700289,X22,1,Expressbus,208,POINT (10.026580 53.580590),EPSG:4326
Plattenfoort,de:02000:71000::710115,"M17,N617",2,"Metrobus, Nachtbus",175,POINT (10.138030 53.628970),EPSG:4326
Eulenkrugstraße,de:02000:71001::710015,M24,1,Metrobus,201,POINT (10.158703 53.646584),EPSG:4326
U Volksdorf,de:02000:71002:2:710017,"174,375,M24,N607",4,"Metrobus, Nachtbus, Stadtbus",311,POINT (10.161770 53.650400),EPSG:4326
Uppenhof,de:02000:71003::710024,375,1,Stadtbus,21,POINT (10.161280 53.647850),EPSG:4326
Wiesenhöfen,de:02000:71004::710025,375,1,Stadtbus,21,POINT (10.168696 53.647585),EPSG:4326
Gut Karlshöhe,de:02000:71005::710023,M27,1,Metrobus,131,POINT (10.107700 53.629210),EPSG:4326
Cornehlsweg,de:02000:71006::710027,375,1,Stadtbus,21,POINT (10.177760 53.647080),EPSG:4326
Herkenkrug,de:02000:71007::710028,375,1,Stadtbus,21,POINT (10.182240 53.645780),EPSG:4326
Buchenstieg,de:02000:71008::710029,375,1,Stadtbus,21,POINT (10.185715 53.648252),EPSG:4326
U Buchenkamp,de:02000:71009::710030,375,1,Stadtbus,21,POINT (10.186410 53.652110),EPSG:4326
Moorredder,de:02000:71010::710031,375,1,Stadtbus,21,POINT (10.182525 53.659196),EPSG:4326
Gussau,de:02000:71011::710032,375,1,Stadtbus,21,POINT (10.174840 53.658850),EPSG:4326
Ahrensburger Platz,de:02000:71012::710033,375,1,Stadtbus,21,POINT (10.176150 53.655530),EPSG:4326
Im Allhorn,de:02000:71013::710034,375,1,Stadtbus,21,POINT (10.174598 53.653955),EPSG:4326
Lerchenberg,de:02000:71014::710035,375,1,Stadtbus,21,POINT (10.168440 53.653290),EPSG:4326
Claus-Ferck-Straße,de:02000:71015::710036,375,1,Stadtbus,21,POINT (10.166890 53.651650),EPSG:4326
Halenreie,de:02000:71016::710039,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (10.160024 53.653271),EPSG:4326
Rögenfeld,de:02000:71017::710041,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (10.151126 53.653258),EPSG:4326
Hültkoppel,de:02000:71018::710043,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (10.140720 53.652970),EPSG:4326
Saselbekstraße,de:02000:71019::710045,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (10.134830 53.655960),EPSG:4326
Steinwegel,de:02000:71020::710047,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (10.125100 53.655130),EPSG:4326
Op de Elg,de:02000:71021::710049,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (10.118310 53.654960),EPSG:4326
Saseler Markt,de:02000:71022::710051,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (10.110970 53.653860),EPSG:4326
Stadtbahnstraße,de:02000:71023:2:710069,"174,374,M24,N607",4,"Metrobus, Nachtbus, Stadtbus",446,POINT (10.106940 53.653620),EPSG:4326
Alstertal-Einkaufszentrum,de:02000:71024::710058,"174,176,178,179,276,374,M24,N607",8,"Metrobus, Nachtbus, Stadtbus",1507,POINT (10.093790 53.656340),EPSG:4326
S Poppenbüttel (Wentzelplatz),de:02000:71025::710002,"174,176,178,179,276,374,M24,N607",8,"Metrobus, Nachtbus, Stadtbus",737,POINT (10.093180 53.651820),EPSG:4326
Schulbergredder,de:02000:71026::710071,"174,176,178,179,276,M24,N607",7,"Metrobus, Nachtbus, Stadtbus",933,POINT (10.085160 53.656740),EPSG:4326
Alte Landstraße (Nord),de:02000:71027:1:710142,"174,176,179,M24,N607",5,"Metrobus, Nachtbus, Stadtbus",572,POINT (10.077248 53.653148),EPSG:4326
Müssenredder (Mitte),de:02000:71028::710074,174,1,Stadtbus,167,POINT (10.073440 53.655462),EPSG:4326
Wesselstraat,de:02000:71029::710076,174,1,Stadtbus,167,POINT (10.067817 53.655408),EPSG:4326
Goldröschenweg,de:02000:71030::710140,"M24,N607",2,"Metrobus, Nachtbus",237,POINT (10.068570 53.651148),EPSG:4326
Norbert-Schmid-Platz,de:02000:71031:1:710080,"174,M24,N607",3,"Metrobus, Nachtbus, Stadtbus",613,POINT (10.062732 53.653932),EPSG:4326
Friedhof Ohlsdorf (Bestattungsforum),de:02000:71032::710020,170,1,Stadtbus,18,POINT (10.034440 53.623730),EPSG:4326
Ruscheweyhstraße,de:02000:71033::710097,"174,M24,N607",3,"Metrobus, Nachtbus, Stadtbus",447,POINT (10.060996 53.649026),EPSG:4326
Am Hehsel,de:02000:71034::710099,"174,M24,N607",3,"Metrobus, Nachtbus, Stadtbus",447,POINT (10.056258 53.647146),EPSG:4326
Högenkamp,de:02000:71035::710091,174,1,Stadtbus,184,POINT (10.060623 53.657147),EPSG:4326
Heidkamp,de:02000:71036::710092,174,1,Stadtbus,184,POINT (10.059780 53.659708),EPSG:4326
Tegelsbarg (Nord),de:02000:71037::710094,174,1,Stadtbus,190,POINT (10.059420 53.660900),EPSG:4326
Poppenbüttler Stieg,de:02000:71038::710103,"174,N607",2,"Nachtbus, Stadtbus",222,POINT (10.051260 53.644330),EPSG:4326
EKZ Hummelsbüttel,de:02000:71039::710105,"174,N607",2,"Nachtbus, Stadtbus",222,POINT (10.047720 53.642450),EPSG:4326
Hummelsbüttler Hauptstraße,de:02000:71040::710107,"174,N607",2,"Nachtbus, Stadtbus",222,POINT (10.038090 53.641810),EPSG:4326
Am Gnadenberg,de:02000:71041::710109,"174,N607",2,"Nachtbus, Stadtbus",222,POINT (10.035350 53.637970),EPSG:4326
Kurzer Kamp,de:02000:71042::710112,174,1,Stadtbus,209,POINT (10.029776 53.637089),EPSG:4326
U Fuhlsbüttel,de:02000:71043:3:710114,"118,174",2,Stadtbus,228,POINT (10.025880 53.632400),EPSG:4326
Hinsbleek,de:02000:71045::710138,179,1,Stadtbus,94,POINT (10.078326 53.651588),EPSG:4326
Emekesweg,de:02000:71046::710136,179,1,Stadtbus,94,POINT (10.076732 53.646694),EPSG:4326
Vogtskamp,de:02000:71047::710134,179,1,Stadtbus,94,POINT (10.065470 53.643420),EPSG:4326
Am Gehöckel,de:02000:71048::710132,179,1,Stadtbus,94,POINT (10.054227 53.639940),EPSG:4326
Distelkoppel,de:02000:71049::710130,179,1,Stadtbus,94,POINT (10.043460 53.635930),EPSG:4326
Heinrich-Traun-Platz,de:02000:71050::710128,179,1,Stadtbus,94,POINT (10.034050 53.633280),EPSG:4326
Brombeerweg (West),de:02000:71051::710122,"179,N607",2,"Nachtbus, Stadtbus",107,POINT (10.026353 53.628992),EPSG:4326
Erdkampsweg (Ost),de:02000:71052::710125,"172,392",2,Stadtbus,164,POINT (10.024484 53.628116),EPSG:4326
Ida-Ehre-Allee,de:02000:71053::710147,270,1,Stadtbus,38,POINT (10.054819 53.624883),EPSG:4326
Friedhof Ohlsdorf (Kapelle 6),de:02000:71054::710149,270,1,Stadtbus,38,POINT (10.054911 53.627059),EPSG:4326
Friedhof Ohlsdorf (Kapelle 7),de:02000:71055::710151,270,1,Stadtbus,38,POINT (10.046540 53.628200),EPSG:4326
Friedhof Ohlsdorf (Kapelle 8),de:02000:71056::710153,270,1,Stadtbus,38,POINT (10.038468 53.627204),EPSG:4326
Nordteich,de:02000:71057::710155,270,1,Stadtbus,38,POINT (10.042000 53.625170),EPSG:4326
Friedhof Ohlsdorf (Kapelle 2),de:02000:71058::710158,270,1,Stadtbus,19,POINT (10.041352 53.623804),EPSG:4326
Haupteingang Ohlsdorf,de:02000:71059::710160,"170,270",2,Stadtbus,55,POINT (10.034357 53.620569),EPSG:4326
Friedhof Ohlsdorf (Kapelle 4),de:02000:71060::710164,170,1,Stadtbus,36,POINT (10.040975 53.616928),EPSG:4326
Friedhof Ohlsdorf (Kapelle 3),de:02000:71061::710166,170,1,Stadtbus,36,POINT (10.045957 53.617815),EPSG:4326
Wasserturm,de:02000:71062::710168,170,1,Stadtbus,36,POINT (10.049063 53.619742),EPSG:4326
Friedhof Ohlsdorf (Kapelle 10),de:02000:71063::710170,170,1,Stadtbus,36,POINT (10.054810 53.619930),EPSG:4326
Mittelallee,de:02000:71064::710172,170,1,Stadtbus,36,POINT (10.055700 53.621674),EPSG:4326
Friedhof Ohlsdorf (Kapelle 9),de:02000:71065::710176,"170,270",2,Stadtbus,74,POINT (10.062380 53.624560),EPSG:4326
Friedhof Ohlsdorf (Kapelle 12),de:02000:71066::710178,"170,270",2,Stadtbus,74,POINT (10.070366 53.624469),EPSG:4326
Bramfelder See,de:02000:71067::710185,"177,270",2,Stadtbus,29,POINT (10.073750 53.618720),EPSG:4326
Lärchenallee,de:02000:71068::710184,270,1,Stadtbus,19,POINT (10.073200 53.622210),EPSG:4326
Friedhof Ohlsdorf (Kapelle 13),de:02000:71069::710183,270,1,Stadtbus,19,POINT (10.076548 53.624467),EPSG:4326
Kirschenallee,de:02000:71070::710180,"170,270",2,Stadtbus,55,POINT (10.073212 53.624472),EPSG:4326
Sorbusallee,de:02000:71071::710188,170,1,Stadtbus,36,POINT (10.073240 53.627110),EPSG:4326
Friedhof Ohlsdorf (Kapelle 11),de:02000:71072::710190,170,1,Stadtbus,36,POINT (10.074920 53.629550),EPSG:4326
Eichenallee,de:02000:71073::710192,170,1,Stadtbus,36,POINT (10.077060 53.627110),EPSG:4326
Maisredder,de:02000:71074::710195,"170,M8",2,"Metrobus, Stadtbus",294,POINT (10.085550 53.627350),EPSG:4326
Königsberger Straße,de:02000:71075::710217,"M18,M8",2,Metrobus,403,POINT (10.084250 53.623320),EPSG:4326
Foßredder,de:02000:71076::710292,375,1,Stadtbus,21,POINT (10.172760 53.648130),EPSG:4326
Nüßlerkamp,de:02000:71077::710224,M18,1,Metrobus,77,POINT (10.084337 53.622585),EPSG:4326
Gumbinner Kehre,de:02000:71078::710220,M18,1,Metrobus,151,POINT (10.092197 53.625739),EPSG:4326
Am Stühm-Süd,de:02000:71079::710219,M18,1,Metrobus,74,POINT (10.100390 53.627710),EPSG:4326
Am Damm,de:02000:71080::710202,M8,1,Metrobus,230,POINT (10.088864 53.631624),EPSG:4326
Rolfinckstraße,de:02000:71081::710203,"168,368,M27,M8",4,"Metrobus, Stadtbus",470,POINT (10.094879 53.639205),EPSG:4326
Pfeilshofer Weg,de:02000:71082::710204,M8,1,Metrobus,218,POINT (10.097470 53.641870),EPSG:4326
Frahmredder,de:02000:71083::710205,M8,1,Metrobus,218,POINT (10.102150 53.647270),EPSG:4326
Huusbarg (West),de:02000:71084::710295,375,1,Stadtbus,21,POINT (10.171470 53.643950),EPSG:4326
Am Pfeilshof,de:02000:71085::710258,"168,368",2,Stadtbus,121,POINT (10.098910 53.640950),EPSG:4326
Mellande,de:02000:71086::710260,"168,368",2,Stadtbus,121,POINT (10.105840 53.641690),EPSG:4326
Gilcherweg,de:02000:71087::710262,"168,368",2,Stadtbus,121,POINT (10.112710 53.642100),EPSG:4326
Alter Berner Weg,de:02000:71088::710264,"168,368",2,Stadtbus,121,POINT (10.121156 53.643927),EPSG:4326
Saseler Bogen,de:02000:71089::710266,"168,368",2,Stadtbus,121,POINT (10.126472 53.642647),EPSG:4326
Nektarweg,de:02000:71090::710268,"168,368",2,Stadtbus,121,POINT (10.133540 53.637310),EPSG:4326
Elbe-Werkstätten Nord,de:02000:71091::710272,168,1,Stadtbus,18,POINT (10.133520 53.639070),EPSG:4326
Beim Farenland,de:02000:71092::710275,"168,368",2,Stadtbus,125,POINT (10.136432 53.634573),EPSG:4326
Karlshöher Weg,de:02000:71093::710277,"168,368",2,Stadtbus,125,POINT (10.137894 53.631371),EPSG:4326
Waldingstraße,de:02000:71094::710254,M27,1,Metrobus,131,POINT (10.102390 53.635520),EPSG:4326
Grootmoor,de:02000:71095::710252,M27,1,Metrobus,131,POINT (10.105010 53.632610),EPSG:4326
Thomas-Mann-Straße,de:02000:71097::710248,"171,M27",2,"Metrobus, Stadtbus",115,POINT (10.113390 53.627990),EPSG:4326
Buddenbrookweg,de:02000:71098::710246,"171,M27",2,"Metrobus, Stadtbus",182,POINT (10.116690 53.625880),EPSG:4326
Hohnerkamp,de:02000:71099::710226,"M17,N617",2,"Metrobus, Nachtbus",236,POINT (10.089340 53.617950),EPSG:4326
Fahrenkrön,de:02000:71100::710228,"M17,N617",2,"Metrobus, Nachtbus",236,POINT (10.096573 53.619233),EPSG:4326
Kienholt,de:02000:71101::710230,"M17,N617",2,"Metrobus, Nachtbus",236,POINT (10.105260 53.621350),EPSG:4326
Huusbarg (Mitte),de:02000:71102::710296,375,1,Stadtbus,21,POINT (10.176500 53.643320),EPSG:4326
Roter Hahn,de:02000:71103::710240,"M17,N617",2,"Metrobus, Nachtbus",175,POINT (10.117880 53.625580),EPSG:4326
Lienaustraße,de:02000:71104::710241,"M17,N617",2,"Metrobus, Nachtbus",175,POINT (10.123430 53.627140),EPSG:4326
Saselheider Weg,de:02000:71105::710242,"M17,N617",2,"Metrobus, Nachtbus",175,POINT (10.132890 53.628590),EPSG:4326
Leharstraße,de:02000:71106::710279,"275,N617",2,"Nachtbus, Stadtbus",212,POINT (10.146221 53.629936),EPSG:4326
Alaskaweg,de:02000:71107::710281,"275,N617",2,"Nachtbus, Stadtbus",212,POINT (10.151140 53.628280),EPSG:4326
S Wellingsbüttel,de:02000:71108::710210,"168,368,M27",3,"Metrobus, Stadtbus",123,POINT (10.082480 53.640810),EPSG:4326
Leuteritzweg,de:02000:71109::710095,174,1,Stadtbus,190,POINT (10.060216 53.658361),EPSG:4326
Landahlweg,de:02000:71110::710096,174,1,Stadtbus,190,POINT (10.060991 53.655848),EPSG:4326
Friedhof Ohlsdorf (Kapelle 1),de:02000:71111::710157,270,1,Stadtbus,19,POINT (10.039815 53.622437),EPSG:4326
Rehmbrook,de:02000:71112::710305,176,1,Stadtbus,123,POINT (10.076630 53.660740),EPSG:4326
Minsbekweg,de:02000:71113::710306,176,1,Stadtbus,123,POINT (10.076967 53.655983),EPSG:4326
Hohnerkamp (Mitte),de:02000:71115:1:710315,M18,1,Metrobus,151,POINT (10.091002 53.623932),EPSG:4326
S Poppenbüttel (Stormarnplatz),de:02000:71117::710206,M8,1,Metrobus,110,POINT (10.094710 53.651610),EPSG:4326
Vogtredder,de:02000:72000::720000,"374,474,574",3,Stadtbus,102,POINT (10.136970 53.675150),EPSG:4326
Volksdorfer Grenzweg,de:02000:72007::720017,"374,474,574",3,Stadtbus,100,POINT (10.141550 53.675960),EPSG:4326
Bergstedter Alte Landstraße,de:02000:72008::720018,"374,474,574",3,Stadtbus,103,POINT (10.132666 53.673811),EPSG:4326
Bergstedter Markt,de:02000:72009::720020,"174,374,474,574,N607",5,"Nachtbus, Stadtbus",279,POINT (10.126020 53.669950),EPSG:4326
Rögenweg,de:02000:72014::710010,"174,N607",2,"Nachtbus, Stadtbus",176,POINT (10.159800 53.656610),EPSG:4326
Frankring,de:02000:72015::720055,"174,N607",2,"Nachtbus, Stadtbus",176,POINT (10.157020 53.659940),EPSG:4326
Ohlendorffs Tannen,de:02000:72016::720056,"174,N607",2,"Nachtbus, Stadtbus",176,POINT (10.147013 53.668464),EPSG:4326
Stüffeleck,de:02000:72017::720057,"174,N607",2,"Nachtbus, Stadtbus",176,POINT (10.143100 53.669180),EPSG:4326
Stüffel,de:02000:72018::720058,"174,N607",2,"Nachtbus, Stadtbus",176,POINT (10.134727 53.670210),EPSG:4326
Iland,de:02000:72019::720141,"174,374,N607",3,"Nachtbus, Stadtbus",242,POINT (10.119784 53.664395),EPSG:4326
Schönsberg,de:02000:72020::710009,"174,374,N607",3,"Nachtbus, Stadtbus",242,POINT (10.113212 53.658847),EPSG:4326
Alsterredder,de:02000:72021::710003,276,1,Stadtbus,131,POINT (10.095550 53.659170),EPSG:4326
