{https://registry.gdi-de.org/id/de.hh.up}name,{https://registry.gdi-de.org/id/de.hh.up}dhid,{https://registry.gdi-de.org/id/de.hh.up}linien,{https://registry.gdi-de.org/id/de.hh.up}linienzahl,{https://registry.gdi-de.org/id/de.hh.up}art,{https://registry.gdi-de.org/id/de.hh.up}abfahrten,{https://registry.gdi-de.org/id/de.hh.up}geom,CRS
Überseering (West),de:02000:70017::700102,"118,179,M20,M26",4,"Metrobus, Stadtbus",503,POINT (567325.869549 5939544.601391),EPSG:25832
New-York-Ring,de:02000:70018::700106,"118,M20,M26",3,"Metrobus, Stadtbus",422,POINT (567314.985536 5939754.114035),EPSG:25832
S Rübenkamp,de:02000:70019::700163,"118,M20,M26,M28",4,"Metrobus, Stadtbus",619,POINT (568340.913558 5940347.606073),EPSG:25832
Hebebrandstraße,de:02000:70020:1:700158,"118,172,M26,M28,M7,N607",6,"Metrobus, Nachtbus, Stadtbus",1169,POINT (568715.067147 5940443.604019),EPSG:25832
Schmuckshöhe,de:02000:70021::700171,"172,N607",2,"Nachtbus, Stadtbus",210,POINT (568608.201666 5940767.072637),EPSG:25832
Feuerbergstraße,de:02000:70022::700173,"172,N607",2,"Nachtbus, Stadtbus",210,POINT (568507.111834 5941120.556534),EPSG:25832
AK Barmbek,de:02000:70023::700156,"172,M28,M7,N607",4,"Metrobus, Nachtbus, Stadtbus",768,POINT (568803.786479 5940106.748574),EPSG:25832
Hartzloh,de:02000:70024::700154,"172,M28,M7,N607",4,"Metrobus, Nachtbus, Stadtbus",768,POINT (568879.814276 5939706.283765),EPSG:25832
Neue Wöhr,de:02000:70025::700148,"172,M28,M7,N607",4,"Metrobus, Nachtbus, Stadtbus",664,POINT (568925.540883 5939409.900762),EPSG:25832
Hermann-Kauffmann-Straße,de:02000:70026::700146,"172,M7,N607",3,"Metrobus, Nachtbus, Stadtbus",559,POINT (569095.781520 5938923.756861),EPSG:25832
Hellbrookstraße,de:02000:70027:1:700143,"172,177,M17,M7,N607,N617",6,"Metrobus, Nachtbus, Stadtbus",1019,POINT (569118.226304 5938575.018641),EPSG:25832
U Saarlandstraße,de:02000:70029:3:700063,"171,172,261,M17,M18,N600",6,"Metrobus, Nachtbus, Stadtbus",881,POINT (568396.891180 5938176.635165),EPSG:25832
Großheidestraße,de:02000:70030::700133,"172,M17",2,"Metrobus, Stadtbus",436,POINT (567990.861711 5937884.733582),EPSG:25832
Jarrestraße (Kampnagel),de:02000:70031::700135,"172,M17",2,"Metrobus, Stadtbus",436,POINT (567540.366389 5937710.606733),EPSG:25832
Bachstraße,de:02000:70034::700141,172,1,Stadtbus,113,POINT (567872.786478 5936928.878359),EPSG:25832
Beethovenstraße,de:02000:70036::700019,"172,M18,M25",3,"Metrobus, Stadtbus",568,POINT (567632.764985 5936716.062358),EPSG:25832
U Mundsburg,de:02000:70037:2:700014,"172,M18,M25,N607",4,"Metrobus, Nachtbus, Stadtbus",689,POINT (568012.695645 5936201.921288),EPSG:25832
Harzensweg,de:02000:70038::700166,"177,M17,N617",3,"Metrobus, Nachtbus, Stadtbus",460,POINT (569489.687186 5938606.863066),EPSG:25832
U Hamburger Straße,de:02000:70039:2:700023,"261,M18,N607,X22",4,"Expressbus, Metrobus, Nachtbus, Stadtbus",429,POINT (568560.434713 5936736.487110),EPSG:25832
Biedermannplatz,de:02000:70040:1:700056,"171,261,M18,X22",4,"Expressbus, Metrobus, Stadtbus",634,POINT (568335.983099 5937271.429308),EPSG:25832
Brucknerstraße (Arbeitsgerichte),de:02000:70041::700060,"171,261,M18",3,"Metrobus, Stadtbus",426,POINT (568421.107921 5937687.259769),EPSG:25832
U Dehnhaide,de:02000:70042:2:700027,"171,N607",2,"Nachtbus, Stadtbus",170,POINT (568907.517830 5937298.043602),EPSG:25832
Wachtelstraße,de:02000:70044::700039,M18,1,Metrobus,284,POINT (569673.538301 5938221.542578),EPSG:25832
Habichtsplatz,de:02000:70045::700152,M28,1,Metrobus,209,POINT (569264.223551 5939083.123193),EPSG:25832
U Habichtstraße (Steilshooper Straße),de:02000:70046::700195,"177,M17,N617",3,"Metrobus, Nachtbus, Stadtbus",460,POINT (569496.999108 5938989.797794),EPSG:25832
Langenfort,de:02000:70047::700193,"177,M17,N617",3,"Metrobus, Nachtbus, Stadtbus",460,POINT (569534.628819 5939508.826545),EPSG:25832
Richeystraße,de:02000:70048::700189,"M17,N617",2,"Metrobus, Nachtbus",260,POINT (569565.848054 5939859.793653),EPSG:25832
Schwarzer Weg,de:02000:70049::700187,"M17,N617",2,"Metrobus, Nachtbus",260,POINT (569850.110917 5940245.248837),EPSG:25832
Alfred-Mahlau-Weg,de:02000:70050:1:700180,"118,M26,M7,N617",4,"Metrobus, Nachtbus, Stadtbus",757,POINT (569771.512013 5940616.490406),EPSG:25832
Eichenlohweg,de:02000:70051::700174,"118,M26,M7",3,"Metrobus, Stadtbus",750,POINT (569095.628614 5940462.895696),EPSG:25832
Gründgensstraße (West),de:02000:70052::700176,"118,M26,M7",3,"Metrobus, Stadtbus",750,POINT (569193.952269 5940799.272037),EPSG:25832
Fritz-Flinte-Ring,de:02000:70053::700178,"118,M26,M7",3,"Metrobus, Stadtbus",750,POINT (569470.728722 5940699.604698),EPSG:25832
Einkaufszentrum Steilshoop,de:02000:70054::700224,"118,M26,M7,N617",4,"Metrobus, Nachtbus, Stadtbus",757,POINT (570047.664497 5940691.754797),EPSG:25832
Hallenbad Bramfeld,de:02000:70055::700256,118,1,Stadtbus,190,POINT (570744.596308 5940783.111026),EPSG:25832
Erich-Ziegel-Ring,de:02000:70056::700231,"118,177,M7",3,"Metrobus, Stadtbus",666,POINT (570413.851191 5940929.418732),EPSG:25832
Gründgensstraße (Ost),de:02000:70057::700226,"118,177,M7",3,"Metrobus, Stadtbus",333,POINT (570503.054647 5941047.792987),EPSG:25832
Leeschenblick,de:02000:70058::700184,"118,177",2,Stadtbus,198,POINT (570898.762869 5941177.581901),EPSG:25832
Fabriciusstraße,de:02000:70059:1:630176,"118,177,M17,M26,N617",5,"Metrobus, Nachtbus, Stadtbus",827,POINT (570629.093245 5940498.744686),EPSG:25832
Gustav-Seitz-Weg,de:02000:70060::700214,"177,M17,M26,N617",4,"Metrobus, Nachtbus, Stadtbus",624,POINT (570356.619440 5940512.317045),EPSG:25832
Owiesenstraße,de:02000:70061::700206,177,1,Stadtbus,171,POINT (570608.429168 5940308.290499),EPSG:25832
Fabriciusstraße (Mitte),de:02000:70062::700204,177,1,Stadtbus,200,POINT (570510.851065 5940056.871119),EPSG:25832
Buschrosenweg,de:02000:70063::700202,177,1,Stadtbus,200,POINT (570305.654344 5939690.518542),EPSG:25832
Hellbrookkamp,de:02000:70064::700200,177,1,Stadtbus,200,POINT (570193.858073 5939282.572500),EPSG:25832
Maybachstraße,de:02000:70065::700191,177,1,Stadtbus,200,POINT (569887.341281 5939363.872464),EPSG:25832
Burmesterstraße,de:02000:70066::700264,"171,172,261,M17,M18,N600",6,"Metrobus, Nachtbus, Stadtbus",881,POINT (568636.364677 5938132.138536),EPSG:25832
Habichtstraße (Mitte),de:02000:70067::700041,"M18,M28",2,Metrobus,493,POINT (569887.963372 5938584.905922),EPSG:25832
Hebbelstraße,de:02000:70068::700071,M25,1,Metrobus,239,POINT (567437.250590 5936985.387870),EPSG:25832
Borchertring,de:02000:70070::700228,"118,177,M7",3,"Metrobus, Stadtbus",433,POINT (570632.843561 5941214.362473),EPSG:25832
Lämmersieth (Mitte),de:02000:70071::600114,"M23,N600",2,"Metrobus, Nachtbus",394,POINT (569727.104576 5937841.707003),EPSG:25832
Genslerstraße,de:02000:70072::700269,M23,1,Metrobus,211,POINT (568711.974565 5938733.433135),EPSG:25832
S Alte Wöhr,de:02000:70073::700271,M23,1,Metrobus,211,POINT (568618.561894 5939238.355460),EPSG:25832
Lauensteinstraße,de:02000:70074::700273,M23,1,Metrobus,211,POINT (568559.618738 5939531.002961),EPSG:25832
U Uhlandstraße,de:02000:70075::700004,172,1,Stadtbus,113,POINT (567962.221362 5935670.256316),EPSG:25832
Stückenstraße (Schön Klinik),de:02000:70076::700033,213,1,Stadtbus,191,POINT (569483.014343 5937221.756286),EPSG:25832
Holsteinischer Kamp,de:02000:70077::700034,213,1,Stadtbus,191,POINT (569442.229472 5936840.286665),EPSG:25832
Langenrehm,de:02000:70078::700017,213,1,Stadtbus,191,POINT (569311.878659 5937607.656046),EPSG:25832
U Habichtstraße,de:02000:70084::700285,M28,1,Metrobus,209,POINT (569543.040671 5938842.597157),EPSG:25832
Lämmersieth (Nord),de:02000:70085::700283,M28,1,Metrobus,209,POINT (570253.435113 5938309.966106),EPSG:25832
Flotowstraße,de:02000:70087::700289,X22,1,Expressbus,208,POINT (567965.357887 5937349.523580),EPSG:25832
Plattenfoort,de:02000:71000::710115,"M17,N617",2,"Metrobus, Nachtbus",175,POINT (575257.640815 5942843.803098),EPSG:25832
Eulenkrugstraße,de:02000:71001::710015,M24,1,Metrobus,201,POINT (576592.767195 5944825.358171),EPSG:25832
U Volksdorf,de:02000:71002:2:710017,"174,375,M24,N607",4,"Metrobus, Nachtbus, Stadtbus",311,POINT (576788.564191 5945253.197975),EPSG:25832
Uppenhof,de:02000:71003::710024,375,1,Stadtbus,21,POINT (576760.809816 5944968.988871),EPSG:25832
Wiesenhöfen,de:02000:71004::710025,375,1,Stadtbus,21,POINT (577251.452614 5944947.583140),EPSG:25832
Gut Karlshöhe,de:02000:71005::710023,M27,1,Metrobus,131,POINT (573251.584754 5942838.849530),EPSG:25832
Cornehlsweg,de:02000:71006::710027,375,1,Stadtbus,21,POINT (577851.513822 5944901.238629),EPSG:25832
Herkenkrug,de:02000:71007::710028,375,1,Stadtbus,21,POINT (578150.039047 5944761.530097),EPSG:25832
Buchenstieg,de:02000:71008::710029,375,1,Stadtbus,21,POINT (578375.148398 5945040.367236),EPSG:25832
U Buchenkamp,de:02000:71009::710030,375,1,Stadtbus,21,POINT (578413.932738 5945470.311980),EPSG:25832
Moorredder,de:02000:71010::710031,375,1,Stadtbus,21,POINT (578144.083700 5946254.363660),EPSG:25832
Gussau,de:02000:71011::710032,375,1,Stadtbus,21,POINT (577636.877940 5946207.424793),EPSG:25832
Ahrensburger Platz,de:02000:71012::710033,375,1,Stadtbus,21,POINT (577729.550795 5945839.515107),EPSG:25832
Im Allhorn,de:02000:71013::710034,375,1,Stadtbus,21,POINT (577629.869731 5945662.633937),EPSG:25832
Lerchenberg,de:02000:71014::710035,375,1,Stadtbus,21,POINT (577224.126143 5945581.923308),EPSG:25832
Claus-Ferck-Straße,de:02000:71015::710036,375,1,Stadtbus,21,POINT (577124.681466 5945397.796269),EPSG:25832
Halenreie,de:02000:71016::710039,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (576667.980107 5945570.693892),EPSG:25832
Rögenfeld,de:02000:71017::710041,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (576079.905674 5945559.701604),EPSG:25832
Hültkoppel,de:02000:71018::710043,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (575392.709290 5945516.585623),EPSG:25832
Saselbekstraße,de:02000:71019::710045,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (574998.134053 5945842.988885),EPSG:25832
Steinwegel,de:02000:71020::710047,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (574356.587473 5945740.437664),EPSG:25832
Op de Elg,de:02000:71021::710049,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (573908.158372 5945714.448701),EPSG:25832
Saseler Markt,de:02000:71022::710051,"M24,N607",2,"Metrobus, Nachtbus",204,POINT (573424.993550 5945584.474191),EPSG:25832
Stadtbahnstraße,de:02000:71023:2:710069,"174,374,M24,N607",4,"Metrobus, Nachtbus, Stadtbus",446,POINT (573159.072651 5945553.622149),EPSG:25832
Alstertal-Einkaufszentrum,de:02000:71024::710058,"174,176,178,179,276,374,M24,N607",8,"Metrobus, Nachtbus, Stadtbus",1507,POINT (572285.350540 5945842.771812),EPSG:25832
S Poppenbüttel (Wentzelplatz),de:02000:71025::710002,"174,176,178,179,276,374,M24,N607",8,"Metrobus, Nachtbus, Stadtbus",737,POINT (572252.767356 5945339.311015),EPSG:25832
Schulbergredder,de:02000:71026::710071,"174,176,178,179,276,M24,N607",7,"Metrobus, Nachtbus, Stadtbus",933,POINT (571714.360716 5945878.535086),EPSG:25832
Alte Landstraße (Nord),de:02000:71027:1:710142,"174,176,179,M24,N607",5,"Metrobus, Nachtbus, Stadtbus",572,POINT (571197.544880 5945470.950400),EPSG:25832
Müssenredder (Mitte),de:02000:71028::710074,174,1,Stadtbus,167,POINT (570942.005453 5945724.597140),EPSG:25832
Wesselstraat,de:02000:71029::710076,174,1,Stadtbus,167,POINT (570570.466911 5945712.999195),EPSG:25832
Goldröschenweg,de:02000:71030::710140,"M24,N607",2,"Metrobus, Nachtbus",237,POINT (570627.393170 5945239.783713),EPSG:25832
Norbert-Schmid-Platz,de:02000:71031:1:710080,"174,M24,N607",3,"Metrobus, Nachtbus, Stadtbus",613,POINT (570236.864813 5945543.822238),EPSG:25832
Friedhof Ohlsdorf (Bestattungsforum),de:02000:71032::710020,170,1,Stadtbus,18,POINT (568415.966202 5942156.281572),EPSG:25832
Ruscheweyhstraße,de:02000:71033::710097,"174,M24,N607",3,"Metrobus, Nachtbus, Stadtbus",447,POINT (570130.327984 5944996.256759),EPSG:25832
Am Hehsel,de:02000:71034::710099,"174,M24,N607",3,"Metrobus, Nachtbus, Stadtbus",447,POINT (569820.223756 5944782.458508),EPSG:25832
Högenkamp,de:02000:71035::710091,174,1,Stadtbus,184,POINT (570092.180163 5945899.309240),EPSG:25832
Heidkamp,de:02000:71036::710092,174,1,Stadtbus,184,POINT (570032.222619 5946183.390283),EPSG:25832
Tegelsbarg (Nord),de:02000:71037::710094,174,1,Stadtbus,190,POINT (570006.460362 5946315.683761),EPSG:25832
Poppenbüttler Stieg,de:02000:71038::710103,"174,N607",2,"Nachtbus, Stadtbus",222,POINT (569494.510601 5944464.296105),EPSG:25832
EKZ Hummelsbüttel,de:02000:71039::710105,"174,N607",2,"Nachtbus, Stadtbus",222,POINT (569263.583759 5944251.696889),EPSG:25832
Hummelsbüttler Hauptstraße,de:02000:71040::710107,"174,N607",2,"Nachtbus, Stadtbus",222,POINT (568628.015079 5944171.164996),EPSG:25832
Am Gnadenberg,de:02000:71041::710109,"174,N607",2,"Nachtbus, Stadtbus",222,POINT (568453.097081 5943741.331481),EPSG:25832
Kurzer Kamp,de:02000:71042::710112,174,1,Stadtbus,209,POINT (568085.987131 5943637.983148),EPSG:25832
U Fuhlsbüttel,de:02000:71043:3:710114,"118,174",2,Stadtbus,228,POINT (567835.934625 5943112.607813),EPSG:25832
Hinsbleek,de:02000:71045::710138,179,1,Stadtbus,94,POINT (571271.442812 5945298.555726),EPSG:25832
Emekesweg,de:02000:71046::710136,179,1,Stadtbus,94,POINT (571174.296820 5944752.482414),EPSG:25832
Vogtskamp,de:02000:71047::710134,179,1,Stadtbus,94,POINT (570435.360157 5944377.035830),EPSG:25832
Am Gehöckel,de:02000:71048::710132,179,1,Stadtbus,94,POINT (569697.882422 5943978.871887),EPSG:25832
Distelkoppel,de:02000:71049::710130,179,1,Stadtbus,94,POINT (568992.608198 5943522.218883),EPSG:25832
Heinrich-Traun-Platz,de:02000:71050::710128,179,1,Stadtbus,94,POINT (568374.732683 5943218.326842),EPSG:25832
Brombeerweg (West),de:02000:71051::710122,"179,N607",2,"Nachtbus, Stadtbus",107,POINT (567872.687844 5942733.957449),EPSG:25832
Erdkampsweg (Ost),de:02000:71052::710125,"172,392",2,Stadtbus,164,POINT (567750.476452 5942634.722871),EPSG:25832
Ida-Ehre-Allee,de:02000:71053::710147,270,1,Stadtbus,38,POINT (569761.822887 5942304.287489),EPSG:25832
Friedhof Ohlsdorf (Kapelle 6),de:02000:71054::710149,270,1,Stadtbus,38,POINT (569764.335594 5942546.509437),EPSG:25832
Friedhof Ohlsdorf (Kapelle 7),de:02000:71055::710151,270,1,Stadtbus,38,POINT (569208.897690 5942665.262108),EPSG:25832
Friedhof Ohlsdorf (Kapelle 8),de:02000:71056::710153,270,1,Stadtbus,38,POINT (568676.730816 5942546.688006),EPSG:25832
Nordteich,de:02000:71057::710155,270,1,Stadtbus,38,POINT (568913.608531 5942323.774073),EPSG:25832
Friedhof Ohlsdorf (Kapelle 2),de:02000:71058::710158,270,1,Stadtbus,19,POINT (568872.980460 5942171.151624),EPSG:25832
Haupteingang Ohlsdorf,de:02000:71059::710160,"170,270",2,Stadtbus,55,POINT (568415.567676 5941804.590757),EPSG:25832
Friedhof Ohlsdorf (Kapelle 4),de:02000:71060::710164,170,1,Stadtbus,36,POINT (568859.204191 5941405.837831),EPSG:25832
Friedhof Ohlsdorf (Kapelle 3),de:02000:71061::710166,170,1,Stadtbus,36,POINT (569187.357738 5941509.330022),EPSG:25832
Wasserturm,de:02000:71062::710168,170,1,Stadtbus,36,POINT (569389.625036 5941726.767597),EPSG:25832
Friedhof Ohlsdorf (Kapelle 10),de:02000:71063::710170,170,1,Stadtbus,36,POINT (569769.422761 5941753.317915),EPSG:25832
Mittelallee,de:02000:71064::710172,170,1,Stadtbus,36,POINT (569825.387958 5941948.162990),EPSG:25832
Friedhof Ohlsdorf (Kapelle 9),de:02000:71065::710176,"170,270",2,Stadtbus,74,POINT (570262.426156 5942275.843784),EPSG:25832
Friedhof Ohlsdorf (Kapelle 12),de:02000:71066::710178,"170,270",2,Stadtbus,74,POINT (570790.728010 5942273.664109),EPSG:25832
Bramfelder See,de:02000:71067::710185,"177,270",2,Stadtbus,29,POINT (571024.179609 5941637.444852),EPSG:25832
Lärchenallee,de:02000:71068::710184,270,1,Stadtbus,19,POINT (570981.944922 5942025.150270),EPSG:25832
Friedhof Ohlsdorf (Kapelle 13),de:02000:71069::710183,270,1,Stadtbus,19,POINT (571199.547990 5942279.583317),EPSG:25832
Kirschenallee,de:02000:71070::710180,"170,270",2,Stadtbus,55,POINT (570978.958831 5942276.821020),EPSG:25832
Sorbusallee,de:02000:71071::710188,170,1,Stadtbus,36,POINT (570976.368239 5942570.303913),EPSG:25832
Friedhof Ohlsdorf (Kapelle 11),de:02000:71072::710190,170,1,Stadtbus,36,POINT (571083.366561 5942843.425552),EPSG:25832
Eichenallee,de:02000:71073::710192,170,1,Stadtbus,36,POINT (571228.986752 5942574.121181),EPSG:25832
Maisredder,de:02000:71074::710195,"170,M8",2,"Metrobus, Stadtbus",294,POINT (571790.027015 5942609.353113),EPSG:25832
Königsberger Straße,de:02000:71075::710217,"M18,M8",2,Metrobus,403,POINT (571710.889724 5942159.714455),EPSG:25832
Foßredder,de:02000:71076::710292,375,1,Stadtbus,21,POINT (577519.094962 5945012.587425),EPSG:25832
Nüßlerkamp,de:02000:71077::710224,M18,1,Metrobus,77,POINT (571717.919303 5942078.089707),EPSG:25832
Gumbinner Kehre,de:02000:71078::710220,M18,1,Metrobus,151,POINT (572232.353785 5942436.862897),EPSG:25832
Am Stühm-Süd,de:02000:71079::710219,M18,1,Metrobus,74,POINT (572770.776982 5942664.477370),EPSG:25832
Am Damm,de:02000:71080::710202,M8,1,Metrobus,230,POINT (572001.927149 5943088.225497),EPSG:25832
Rolfinckstraße,de:02000:71081::710203,"168,368,M27,M8",4,"Metrobus, Stadtbus",470,POINT (572386.672325 5943937.633911),EPSG:25832
Pfeilshofer Weg,de:02000:71082::710204,M8,1,Metrobus,218,POINT (572553.378893 5944236.761245),EPSG:25832
Frahmredder,de:02000:71083::710205,M8,1,Metrobus,218,POINT (572853.453120 5944842.282242),EPSG:25832
Huusbarg (West),de:02000:71084::710295,375,1,Stadtbus,21,POINT (577441.488110 5944546.170015),EPSG:25832
Am Pfeilshof,de:02000:71085::710258,"168,368",2,Stadtbus,121,POINT (572650.154395 5944135.882915),EPSG:25832
Mellande,de:02000:71086::710260,"168,368",2,Stadtbus,121,POINT (573107.007824 5944225.305537),EPSG:25832
Gilcherweg,de:02000:71087::710262,"168,368",2,Stadtbus,121,POINT (573560.452744 5944277.998943),EPSG:25832
Alter Berner Weg,de:02000:71088::710264,"168,368",2,Stadtbus,121,POINT (574115.619094 5944490.005824),EPSG:25832
Saseler Bogen,de:02000:71089::710266,"168,368",2,Stadtbus,121,POINT (574469.282536 5944353.163282),EPSG:25832
Nektarweg,de:02000:71090::710268,"168,368",2,Stadtbus,121,POINT (574945.947156 5943766.864871),EPSG:25832
Elbe-Werkstätten Nord,de:02000:71091::710272,168,1,Stadtbus,18,POINT (574941.505141 5943962.639012),EPSG:25832
Beim Farenland,de:02000:71092::710275,"168,368",2,Stadtbus,125,POINT (575142.023195 5943465.460127),EPSG:25832
Karlshöher Weg,de:02000:71093::710277,"168,368",2,Stadtbus,125,POINT (575244.346212 5943110.752488),EPSG:25832
Waldingstraße,de:02000:71094::710254,M27,1,Metrobus,131,POINT (572889.573356 5943535.367760),EPSG:25832
Grootmoor,de:02000:71095::710252,M27,1,Metrobus,131,POINT (573067.828492 5943214.324878),EPSG:25832
Thomas-Mann-Straße,de:02000:71097::710248,"171,M27",2,"Metrobus, Stadtbus",115,POINT (573629.971173 5942709.000794),EPSG:25832
Buddenbrookweg,de:02000:71098::710246,"171,M27",2,"Metrobus, Stadtbus",182,POINT (573851.880479 5942477.689036),EPSG:25832
Hohnerkamp,de:02000:71099::710226,"M17,N617",2,"Metrobus, Nachtbus",236,POINT (572056.669343 5941567.457290),EPSG:25832
Fahrenkrön,de:02000:71100::710228,"M17,N617",2,"Metrobus, Nachtbus",236,POINT (572532.878785 5941717.492013),EPSG:25832
Kienholt,de:02000:71101::710230,"M17,N617",2,"Metrobus, Nachtbus",236,POINT (573103.817597 5941961.935992),EPSG:25832
Huusbarg (Mitte),de:02000:71102::710296,375,1,Stadtbus,21,POINT (577775.147873 5944481.572017),EPSG:25832
Roter Hahn,de:02000:71103::710240,"M17,N617",2,"Metrobus, Nachtbus",175,POINT (573931.102085 5942445.550641),EPSG:25832
Lienaustraße,de:02000:71104::710241,"M17,N617",2,"Metrobus, Nachtbus",175,POINT (574295.397814 5942624.877134),EPSG:25832
Saselheider Weg,de:02000:71105::710242,"M17,N617",2,"Metrobus, Nachtbus",175,POINT (574918.420155 5942796.104817),EPSG:25832
Leharstraße,de:02000:71106::710279,"275,N617",2,"Nachtbus, Stadtbus",212,POINT (575797.528292 5942959.942583),EPSG:25832
Alaskaweg,de:02000:71107::710281,"275,N617",2,"Nachtbus, Stadtbus",212,POINT (576125.809462 5942780.989262),EPSG:25832
S Wellingsbüttel,de:02000:71108::710210,"168,368,M27",3,"Metrobus, Stadtbus",123,POINT (571564.224524 5944103.655033),EPSG:25832
Leuteritzweg,de:02000:71109::710095,174,1,Stadtbus,190,POINT (570063.249000 5946034.020421),EPSG:25832
Landahlweg,de:02000:71110::710096,174,1,Stadtbus,190,POINT (570118.653252 5945755.226227),EPSG:25832
Friedhof Ohlsdorf (Kapelle 1),de:02000:71111::710157,270,1,Stadtbus,19,POINT (568773.545832 5942017.580794),EPSG:25832
Rehmbrook,de:02000:71112::710305,176,1,Stadtbus,123,POINT (571143.926964 5946314.961499),EPSG:25832
Minsbekweg,de:02000:71113::710306,176,1,Stadtbus,123,POINT (571174.240463 5945786.042251),EPSG:25832
Hohnerkamp (Mitte),de:02000:71115:1:710315,M18,1,Metrobus,151,POINT (572156.386318 5942234.678070),EPSG:25832
S Poppenbüttel (Stormarnplatz),de:02000:71117::710206,M8,1,Metrobus,110,POINT (572354.247265 5945317.504166),EPSG:25832
Vogtredder,de:02000:72000::720000,"374,474,574",3,Stadtbus,102,POINT (575105.424500 5947980.091452),EPSG:25832
Volksdorfer Grenzweg,de:02000:72007::720017,"374,474,574",3,Stadtbus,100,POINT (575406.509418 5948075.049365),EPSG:25832
Bergstedter Alte Landstraße,de:02000:72008::720018,"374,474,574",3,Stadtbus,103,POINT (574823.501097 5947826.608417),EPSG:25832
Bergstedter Markt,de:02000:72009::720020,"174,374,474,574,N607",5,"Nachtbus, Stadtbus",279,POINT (574391.282924 5947390.092242),EPSG:25832
Rögenweg,de:02000:72014::710010,"174,N607",2,"Nachtbus, Stadtbus",176,POINT (576647.094809 5945941.918524),EPSG:25832
Frankring,de:02000:72015::720055,"174,N607",2,"Nachtbus, Stadtbus",176,POINT (576457.355189 5946309.380042),EPSG:25832
Ohlendorffs Tannen,de:02000:72016::720056,"174,N607",2,"Nachtbus, Stadtbus",176,POINT (575780.778364 5947246.997347),EPSG:25832
Stüffeleck,de:02000:72017::720057,"174,N607",2,"Nachtbus, Stadtbus",176,POINT (575521.017626 5947322.434184),EPSG:25832
Stüffel,de:02000:72018::720058,"174,N607",2,"Nachtbus, Stadtbus",176,POINT (574966.019510 5947428.109894),EPSG:25832
Iland,de:02000:72019::720141,"174,374,N607",3,"Nachtbus, Stadtbus",242,POINT (573989.021394 5946765.588291),EPSG:25832
Schönsberg,de:02000:72020::710009,"174,374,N607",3,"Nachtbus, Stadtbus",242,POINT (573564.507763 5946141.545515),EPSG:25832
Alsterredder,de:02000:72021::710003,276,1,Stadtbus,131,POINT (572396.809975 5946159.393921),EPSG:25832
Weidende,de:02000:72022::720064,276,1,Stadtbus,130,POINT (572772.247342 5946030.549771),EPSG:25832
Ilsenweg,de:02000:72023::720065,276,1,Stadtbus,127,POINT (573178.327669 5946083.506857),EPSG:25832
Bramkoppel,de:02000:72024::720066,276,1,Stadtbus,127,POINT (573151.274339 5946397.530783),EPSG:25832
Feldblumenweg,de:02000:72025::720067,276,1,Stadtbus,127,POINT (573121.128617 5946746.276577),EPSG:25832
Mellingburgredder,de:02000:72026::720068,276,1,Stadtbus,62,POINT (573074.180550 5947229.214489),EPSG:25832
Poppenbüttler Markt,de:02000:72027:1:710004,"178,276",2,Stadtbus,314,POINT (571694.732156 5946168.660953),EPSG:25832
Vörstekoppel,de:02000:72028::720076,178,1,Stadtbus,185,POINT (571409.194122 5946517.052317),EPSG:25832
Ulzburger Straße,de:02000:72029:2:720077,"176,178",2,Stadtbus,308,POINT (571104.634356 5946640.399132),EPSG:25832
Sandkuhlenkoppel,de:02000:72030::720078,178,1,Stadtbus,185,POINT (570521.065326 5947088.845381),EPSG:25832
Drosselstieg,de:02000:72031::720079,178,1,Stadtbus,185,POINT (570190.487857 5947402.231441),EPSG:25832
Heimgarten,de:02000:72032::720083,178,1,Stadtbus,158,POINT (569850.556298 5947688.701058),EPSG:25832
Ohlendieck,de:02000:72034::720090,276,1,Stadtbus,129,POINT (571812.322243 5946475.347473),EPSG:25832
Maike-Harder-Weg,de:02000:72035::720091,276,1,Stadtbus,129,POINT (572035.494889 5946920.522368),EPSG:25832
Treudelberg,de:02000:72036::720092,"176,276",2,Stadtbus,252,POINT (572211.480467 5948005.960835),EPSG:25832
Ödenweg,de:02000:72037::720093,"176,276",2,Stadtbus,252,POINT (572320.588407 5948448.252478),EPSG:25832
Tannenhof,de:02000:72038::720094,"176,276",2,Stadtbus,232,POINT (572310.652797 5949178.615984),EPSG:25832
Fiersbarg,de:02000:72039::720110,"176,276,474,574",4,Stadtbus,251,POINT (572379.787556 5949536.320928),EPSG:25832
Lemsahler Dorfstraße,de:02000:72040::720097,"474,574",2,Stadtbus,37,POINT (572803.112443 5949113.344053),EPSG:25832
Madacker,de:02000:72041::720098,"474,574",2,Stadtbus,37,POINT (573100.641879 5949264.850337),EPSG:25832
Sarenweg,de:02000:72042::720099,"474,574",2,Stadtbus,37,POINT (573619.327806 5948916.872491),EPSG:25832
Beerbuschredder,de:02000:72043::720100,"474,574",2,Stadtbus,37,POINT (573914.454597 5948254.966982),EPSG:25832
Twietenkoppel,de:02000:72044::720101,"474,574",2,Stadtbus,37,POINT (574128.528048 5947709.751263),EPSG:25832
