{https://registry.gdi-de.org/id/de.hh.up}name,{https://registry.gdi-de.org/id/de.hh.up}dhid,{https://registry.gdi-de.org/id/de.hh.up}linien,{https://registry.gdi-de.org/id/de.hh.up}linienzahl,{https://registry.gdi-de.org/id/de.hh.up}art,{https://registry.gdi-de.org/id/de.hh.up}abfahrten,{https://registry.gdi-de.org/id/de.hh.up}geom,CRS
Borgfelder Straße,de:02000:10005::100012,"120,122,124,224,M25,N609,N610,X35,X80",9,"Expressbus, Metrobus, Nachtbus, Stadtbus",519,POINT (568447.500702 5934469.030288),EPSG:25832
Beim Hammer Marktplatz,de:02000:10008::100101,116,1,Stadtbus,158,POINT (569810.677122 5934766.069040),EPSG:25832
U Hammer Kirche,de:02000:10009:1:100103,"116,130,530",3,Stadtbus,255,POINT (569922.187297 5934577.995226),EPSG:25832
HBF/Spitalerstraße,de:02000:10011::100133,112,1,Stadtbus,209,POINT (566608.361433 5934226.156335),EPSG:25832
Borstelmannsweg,de:02000:10012::100070,"130,530",2,Stadtbus,197,POINT (569544.590595 5934017.185212),EPSG:25832
Diagonalstraße,de:02000:10013::100071,130,1,Stadtbus,99,POINT (570194.579204 5933900.512424),EPSG:25832
Braune Brücke,de:02000:10014::100072,130,1,Stadtbus,99,POINT (570306.597697 5933631.791208),EPSG:25832
Billerhuder Insel,de:02000:10015::100073,130,1,Stadtbus,99,POINT (570152.672172 5933338.946359),EPSG:25832
Bullenhuser Damm,de:02000:10016::100074,130,1,Stadtbus,99,POINT (569746.213988 5933120.532073),EPSG:25832
Großmannstraße,de:02000:10017::100075,130,1,Stadtbus,99,POINT (569468.891275 5932975.635415),EPSG:25832
S Rothenburgsort,de:02000:10018::100076,"120,122,124,130,160,224,530",7,"Anruf-Sammel-Taxi, Stadtbus",440,POINT (569100.151093 5932793.909134),EPSG:25832
Nagelsweg,de:02000:10021::100036,"M3,N602,N640,N641",4,"Metrobus, Nachtbus",262,POINT (567730.324273 5933207.936073),EPSG:25832
U Steinstraße (Deichtorplatz),de:02000:10024::100050,"112,M2,M3,N640,N641",5,"Metrobus, Nachtbus, Stadtbus",336,POINT (566658.781551 5933795.831560),EPSG:25832
Billhorner Mühlenweg,de:02000:10025::100053,"119,M3,N602",3,"Metrobus, Nachtbus, Stadtbus",326,POINT (568559.291917 5932474.466874),EPSG:25832
Rothenburgsorter Marktplatz,de:02000:10026::100054,"119,M3,N602",3,"Metrobus, Nachtbus, Stadtbus",326,POINT (568849.074984 5932239.453302),EPSG:25832
Thiedingreihe,de:02000:10027::100055,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (569329.020565 5932148.558569),EPSG:25832
Zollvereinsstraße,de:02000:10028::100060,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (569683.517064 5932024.703381),EPSG:25832
Rothenburgstraße,de:02000:10029::100061,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (570078.414068 5931904.811935),EPSG:25832
S Tiefstack,de:02000:10030::100111,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (570559.569129 5931824.049771),EPSG:25832
Billstraße,de:02000:10031::100166,154,1,Stadtbus,115,POINT (568479.142642 5933023.509399),EPSG:25832
Grüne Brücke,de:02000:10032::100183,"120,122,124,160,224,530",6,Stadtbus,346,POINT (568924.195984 5933314.307033),EPSG:25832
Billstraße 133,de:02000:10033::100184,160,1,Stadtbus,110,POINT (569441.250160 5932730.087625),EPSG:25832
Billstraße 185,de:02000:10034::100185,160,1,Stadtbus,110,POINT (569684.834520 5932616.969954),EPSG:25832
Billstraße (Mitte),de:02000:10035::100186,160,1,Stadtbus,110,POINT (570065.373642 5932439.942402),EPSG:25832
Gustav-Kunst-Straße,de:02000:10036::100187,160,1,Stadtbus,110,POINT (570176.487939 5932614.723377),EPSG:25832
Sachsenstraße,de:02000:10037::100176,M25,1,Metrobus,63,POINT (568075.430176 5933547.753904),EPSG:25832
S Hammerbrook (Süd),de:02000:10038::100206,"112,M25",2,"Metrobus, Stadtbus",334,POINT (567908.555862 5933428.657435),EPSG:25832
Süderstraße,de:02000:10039::100164,"112,154,160,M25",4,"Metrobus, Stadtbus",454,POINT (568285.286151 5933429.897394),EPSG:25832
Ausschläger Weg (Verkehrsamt),de:02000:10040::100181,"112,120,122,124,154,160,224,M25",8,"Metrobus, Stadtbus",583,POINT (568802.904440 5933678.616566),EPSG:25832
Luisenweg,de:02000:10041::100195,112,1,Stadtbus,208,POINT (569288.605725 5933772.513912),EPSG:25832
Schadesweg,de:02000:10042::100196,112,1,Stadtbus,208,POINT (569699.719577 5933710.692964),EPSG:25832
Wendenstraße (Mitte),de:02000:10043,"120,122,124,160,224,M25",6,"Metrobus, Stadtbus",375,POINT (568668.269806 5933959.282077),EPSG:25832
Wendenstraße,de:02000:10044:2:100163,"154,160",2,Stadtbus,232,POINT (568152.256136 5933705.261475),EPSG:25832
Jungestraße,de:02000:10045::100015,261,1,Stadtbus,55,POINT (568061.555863 5934643.045642),EPSG:25832
Carl-Petersen-Straße,de:02000:10046::100154,"261,M25",2,"Metrobus, Stadtbus",350,POINT (568812.990076 5934995.598786),EPSG:25832
S Landwehr (Ramazan-Avci-Platz),de:02000:10047::100152,M25,1,Metrobus,239,POINT (568702.983149 5935209.175895),EPSG:25832
U Lübecker Straße,de:02000:10048::100141,"530,M16,N608",3,"Metrobus, Nachtbus, Stadtbus",267,POINT (568004.982704 5934967.199204),EPSG:25832
U Lohmühlenstraße,de:02000:10049::100137,"M16,N608",2,"Metrobus, Nachtbus",219,POINT (567586.076751 5934738.304744),EPSG:25832
Böckmannstraße,de:02000:10050::100138,"M16,N608",2,"Metrobus, Nachtbus",219,POINT (567252.830321 5934475.721104),EPSG:25832
HBF/Kirchenallee,de:02000:10051::100142,"M17,M18,M6,N606,N607",5,"Metrobus, Nachtbus",696,POINT (566819.582187 5934246.691347),EPSG:25832
Gurlittstraße,de:02000:10052::100143,"M17,M18,M6,N606,N607",5,"Metrobus, Nachtbus",696,POINT (566982.521909 5934750.657060),EPSG:25832
AK St.Georg,de:02000:10053::100144,"M17,M18,M6,N606,N607",5,"Metrobus, Nachtbus",696,POINT (567196.050441 5935022.817289),EPSG:25832
Graumannsweg,de:02000:10054::100145,"M17,M18,M6,N606,N607",5,"Metrobus, Nachtbus",696,POINT (567406.276669 5935372.015075),EPSG:25832
Normannenweg,de:02000:10055::100171,"120,122,124,224,M25",5,"Metrobus, Stadtbus",263,POINT (568574.611603 5934157.093840),EPSG:25832
Osterbrookplatz,de:02000:10056::100017,112,1,Stadtbus,102,POINT (570110.132841 5933652.235299),EPSG:25832
Repsoldstraße,de:02000:10057::100020,112,1,Stadtbus,106,POINT (567251.192299 5933743.607799),EPSG:25832
Albertstraße,de:02000:10058::100026,112,1,Stadtbus,208,POINT (567565.934889 5933840.325023),EPSG:25832
Alfredstraße,de:02000:10059::100155,261,1,Stadtbus,111,POINT (568351.597107 5934759.902101),EPSG:25832
S Hammerbrook (Nord),de:02000:10060::100030,112,1,Stadtbus,208,POINT (567786.421495 5933679.706462),EPSG:25832
Ausschläger Allee (Kfz-Verwahrstelle),de:02000:10062::100622,"119,120,122,124,224,M3,N602",7,"Metrobus, Nachtbus, Stadtbus",466,POINT (570377.071970 5931853.282873),EPSG:25832
Jakobikirchhof,de:02000:10064::100611,"M16,M17,M6,X35,X80",5,"Expressbus, Metrobus",882,POINT (566268.015513 5933922.738035),EPSG:25832
Stoeckhardtstraße,de:02000:10067::100673,530,1,Stadtbus,96,POINT (569527.829573 5934836.626683),EPSG:25832
Griesstraße,de:02000:10068::100682,530,1,Stadtbus,96,POINT (569355.189914 5935342.435671),EPSG:25832
Hirschgraben,de:02000:10069::100692,530,1,Stadtbus,96,POINT (569178.499025 5935505.989687),EPSG:25832
Marienkrankenhaus,de:02000:10070::100702,530,1,Stadtbus,96,POINT (568554.186009 5935178.495076),EPSG:25832
S Landwehr (Hasselbrookstraße),de:02000:10071::100475,530,1,Stadtbus,96,POINT (568728.046148 5935268.980472),EPSG:25832
Bullenhuser Damm (West),de:02000:10073::100731,"120,122,124,160,224,530",6,Stadtbus,346,POINT (569117.885384 5933137.226758),EPSG:25832
Grevenweg,de:02000:10090::100069,130,1,Stadtbus,98,POINT (569070.676187 5934065.376514),EPSG:25832
AIRBUS (Osttor/Einfahrt),de:02000:10150::11015001,"1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,4714,4750",13,Stadtbus,1,POINT (556126.768039 5932421.187016),EPSG:25832
Airbus (Fähranleger/Haus 25),de:02000:10166::11016601,"1705,2703,2704,2706,2707,2708,2711,2712,2713,2718,2719,4714,4750",13,Stadtbus,22,POINT (555732.950000 5933019.160000),EPSG:25832
Haus des KFZ-Gewerbes,de:02000:10801::108001,130,1,Stadtbus,93,POINT (568582.174582 5932998.990279),EPSG:25832
Banksstraße (Großmarkt),de:02000:10805::108052,N602,1,Nachtbus,8,POINT (567255.600669 5933341.693254),EPSG:25832
Deichtorhallen,de:02000:10806::108062,N602,1,Nachtbus,8,POINT (566734.398996 5933462.222642),EPSG:25832
Oberhafenbrücke,de:02000:10807::108071,N602,1,Nachtbus,8,POINT (566618.037803 5933304.349014),EPSG:25832
Pröbenweg,de:02000:10808::108081,530,1,Stadtbus,99,POINT (569571.518971 5934462.022171),EPSG:25832
Dimpfelweg,de:02000:10809::108091,530,1,Stadtbus,99,POINT (569515.741646 5934295.121849),EPSG:25832
Borstelmannsweg 133,de:02000:10810::108101,530,1,Stadtbus,99,POINT (569642.194091 5933770.875017),EPSG:25832
Hammer Deich (Ost),de:02000:10811::108111,530,1,Stadtbus,99,POINT (569491.356974 5933459.486519),EPSG:25832
Kreuzbrook,de:02000:10812::108121,530,1,Stadtbus,99,POINT (569270.117407 5933563.928324),EPSG:25832
Billhorner Deich (Wasserforum),de:02000:10814::108141,530,1,Stadtbus,92,POINT (569034.047279 5932142.831158),EPSG:25832
Entenwerder Stieg,de:02000:10815::108151,530,1,Stadtbus,92,POINT (569126.391587 5931775.210835),EPSG:25832
Kaltehofe-Hinterdeich,de:02000:10816::108161,530,1,Stadtbus,62,POINT (569330.543658 5931401.355087),EPSG:25832
HBF/Mönckebergstraße,de:02000:11001::100001,"M19,M3,M5,N606,N607,N608,N609,N610,N640,N641",10,"Metrobus, Nachtbus",1063,POINT (566513.771639 5934097.118094),EPSG:25832
Gerhart-Hauptmann-Platz,de:02000:11002::110002,"M19,M3,M5,N606,N607,N608,N609,N610,N640,N641",10,"Metrobus, Nachtbus",1063,POINT (566158.827276 5934007.308740),EPSG:25832
Rathausmarkt,de:02000:11003:3:110011,"M19,M3,M4,M5,N601,N602,N603,N604,N605,N606,N607,N608,N609,N610,N640,N641,X35,X80",18,"Expressbus, Metrobus, Nachtbus",1745,POINT (565890.330005 5933968.632793),EPSG:25832
U Rödingsmarkt (Großer Burstah),de:02000:11004::110015,"M3,N601,N607,N608,N609,N610,N641,X35,X80",9,"Expressbus, Metrobus, Nachtbus",682,POINT (565550.591567 5933729.642672),EPSG:25832
Michaeliskirche,de:02000:11005:1:110045,"M16,M17,N601,N609,N610,N641",6,"Metrobus, Nachtbus",478,POINT (564793.963825 5933829.798851),EPSG:25832
Brandstwiete,de:02000:11006::110152,"M4,M6,N602",3,"Metrobus, Nachtbus",378,POINT (566055.008406 5933612.649278),EPSG:25832
Museum für Hamburgische Geschichte,de:02000:11007::110051,"112,N607",2,"Nachtbus, Stadtbus",223,POINT (564545.366570 5933979.482845),EPSG:25832
Handwerkskammer,de:02000:11008::110053,"112,N607",2,"Nachtbus, Stadtbus",223,POINT (564696.809593 5934257.554365),EPSG:25832
Johannes-Brahms-Platz,de:02000:11009,"M3,N607,X35",3,"Expressbus, Metrobus, Nachtbus",585,POINT (565016.196775 5934411.910423),EPSG:25832
Axel-Springer-Platz,de:02000:11010::110057,"M3,N607,X35",3,"Expressbus, Metrobus, Nachtbus",585,POINT (565240.553420 5934188.817477),EPSG:25832
Parkallee,de:02000:11011::1101231,M15,1,Metrobus,228,POINT (565157.458754 5936414.156492),EPSG:25832
U Stephansplatz,de:02000:11013:2:110064,"112,M19,M4,M5,N603,N604,N605",7,"Metrobus, Nachtbus, Stadtbus",1404,POINT (565511.354601 5934825.668303),EPSG:25832
Museum am Rothenbaum,de:02000:11016::110034,114,1,Stadtbus,44,POINT (565458.050418 5935957.891415),EPSG:25832
U Feldstraße,de:02000:11017::110078,"M17,M3,N602,X3",4,"Expressbus, Metrobus, Nachtbus",721,POINT (564192.286797 5934705.841250),EPSG:25832
Heinrich-Hertz-Turm,de:02000:11019::110050,N603,1,Nachtbus,13,POINT (564657.624897 5935530.479026),EPSG:25832
U S Jungfernstieg,de:02000:11020::110066,"M19,M4,M5,N602,N603,N604,N605,X3",8,"Expressbus, Metrobus, Nachtbus",1418,POINT (565771.397062 5934260.126547),EPSG:25832
Universität/Staatsbibliothek,de:02000:11021::110110,"M4,M5,N603,N604",4,"Metrobus, Nachtbus",888,POINT (565222.323374 5935459.253729),EPSG:25832
Bf. Dammtor,de:02000:11022:3:110100,"114,M4,M5,N603,N604",5,"Metrobus, Nachtbus, Stadtbus",939,POINT (565581.961838 5935156.964579),EPSG:25832
Fontenay,de:02000:11023::110106,"114,M19,N605",3,"Metrobus, Nachtbus, Stadtbus",345,POINT (565865.237589 5935528.273679),EPSG:25832
Magellan-Terrassen,de:02000:11026::110012,"111,N602",2,"Nachtbus, Stadtbus",131,POINT (565827.717529 5933080.485965),EPSG:25832
U Hallerstraße,de:02000:11027:2:110009,"114,M15,N605",3,"Metrobus, Nachtbus, Stadtbus",325,POINT (565467.150450 5936432.911422),EPSG:25832
Bezirksamt Eimsbüttel,de:02000:11028:1:110120,"M15,M4,M5,N604,X35",5,"Expressbus, Metrobus, Nachtbus",1287,POINT (564789.815451 5936371.258822),EPSG:25832
U Hoheluftbrücke,de:02000:11029::110081,"M5,N604,X35",3,"Expressbus, Metrobus, Nachtbus",688,POINT (564671.063951 5937013.569360),EPSG:25832
U Meßberg,de:02000:11031::110038,X3,1,Expressbus,104,POINT (566399.615642 5933639.634422),EPSG:25832
Kunsthalle,de:02000:11033::100213,112,1,Stadtbus,209,POINT (566306.893374 5934538.423322),EPSG:25832
Oberstraße,de:02000:11034::110072,"114,N605",2,"Nachtbus, Stadtbus",97,POINT (565477.318397 5936988.285601),EPSG:25832
Grindelhof,de:02000:11035::110116,"M4,M5,N604",3,"Metrobus, Nachtbus",882,POINT (564961.171654 5935807.258570),EPSG:25832
Paulinenstraße,de:02000:11039::110148,M17,1,Metrobus,212,POINT (563910.365933 5934403.732221),EPSG:25832
U Baumwall,de:02000:11041:2:110177,"111,M2,N608",3,"Metrobus, Nachtbus, Stadtbus",350,POINT (564901.297195 5933259.036919),EPSG:25832
Marco-Polo-Terrassen,de:02000:11042::110094,"111,N602",2,"Nachtbus, Stadtbus",131,POINT (565858.288391 5932830.707304),EPSG:25832
Auf dem Sande (Speicherstadt),de:02000:11044::110176,"M6,N602",2,"Metrobus, Nachtbus",109,POINT (565632.384841 5933257.323334),EPSG:25832
Bei St.Annen,de:02000:11046::110187,"M6,N602",2,"Metrobus, Nachtbus",215,POINT (566074.804806 5933429.332760),EPSG:25832
Hamburg Messe (Eingang Mitte),de:02000:11048::110192,X35,1,Expressbus,177,POINT (564639.081655 5935235.136262),EPSG:25832
Domstraße,de:02000:11049::110473,"M16,M17",2,Metrobus,416,POINT (565877.805123 5933679.158954),EPSG:25832
U Überseequartier,de:02000:11050::110044,"111,N602",2,"Nachtbus, Stadtbus",131,POINT (566069.902227 5932890.305103),EPSG:25832
U HafenCity Universität,de:02000:11051::110076,111,1,Stadtbus,122,POINT (566609.773953 5932896.908693),EPSG:25832
Am Kaiserkai (Elbphilharmonie),de:02000:11053::110111,"111,M2",2,"Metrobus, Stadtbus",336,POINT (565273.835881 5933098.221548),EPSG:25832
Koreastraße,de:02000:11054::110541,"111,N602",2,"Nachtbus, Stadtbus",130,POINT (566394.880061 5933215.371143),EPSG:25832
Osakaallee,de:02000:11058::110109,111,1,Stadtbus,122,POINT (566173.243210 5933124.091085),EPSG:25832
Singapurstraße,de:02000:11062::110622,"M2,M6,N602",3,"Metrobus, Nachtbus",429,POINT (566064.787539 5933240.805552),EPSG:25832
Baakenhöft,de:02000:11064::110641,111,1,Stadtbus,61,POINT (566854.577400 5932604.237600),EPSG:25832
U S Elbbrücken,de:02000:11065::110653,"155,256",2,Stadtbus,54,POINT (567876.373682 5932302.145207),EPSG:25832
U S Elbbrücken (Baakenwerder Straße),de:02000:11066::110661,"119,130",2,Stadtbus,93,POINT (567757.374123 5932433.264171),EPSG:25832
Ericusspitze,de:02000:11067::110672,M2,1,Metrobus,214,POINT (566461.508689 5933474.548293),EPSG:25832
Lademannbogen 51,de:02000:11070::110701,193,1,Stadtbus,36,POINT (568153.308541 5944327.935597),EPSG:25832
Rambachstraße,de:02000:11072::110721,"111,M2,N608",3,"Metrobus, Nachtbus, Stadtbus",350,POINT (564617.545374 5933306.880432),EPSG:25832
Hohenesch,de:02000:11073::110731,"288,M16,M2",3,"Metrobus, Stadtbus",378,POINT (561513.985807 5934453.647128),EPSG:25832
Zeisehallen,de:02000:11074,M16,1,Metrobus,102,POINT (561440.543895 5934363.015424),EPSG:25832
Victoriaallee,de:02000:11076::110761,462,1,Stadtbus,16,POINT (578836.763953 5940710.247407),EPSG:25832
Lily-Braun-Straße,de:02000:11077::110771,"134,234,329,335,N629",5,"Nachtbus, Stadtbus",177,POINT (577892.111404 5927126.178007),EPSG:25832
Zoologisches Museum,de:02000:11101::110303,X35,1,Expressbus,177,POINT (564742.767028 5935794.240908),EPSG:25832
Schule Norderschulweg,de:02000:13011::130131,350,1,Stadtbus,2,POINT (558095.963162 5931796.894455),EPSG:25832
Fehrsweg,de:02000:13087::130274,"172,392",2,Stadtbus,164,POINT (567525.998948 5942932.694570),EPSG:25832
Stoppelfeld,de:02000:13088::130881,"168,368",2,Stadtbus,151,POINT (575916.967825 5940980.570286),EPSG:25832
Am Kroog,de:02000:13089::130891,"168,368",2,Stadtbus,151,POINT (575481.970725 5940669.447239),EPSG:25832
Arnswalder Straße,de:02000:13090::130901,"168,368",2,Stadtbus,151,POINT (576150.259308 5941142.557612),EPSG:25832
Dampfschiffsweg,de:02000:16363::6306301,157,1,Stadtbus,36,POINT (565246.648178 5925117.535297),EPSG:25832
Wilhelm-Weber-Straße,de:02000:16364::6306401,157,1,Stadtbus,36,POINT (564912.217815 5925382.855802),EPSG:25832
U Legienstraße,de:02000:19165::191651,161,1,Stadtbus,190,POINT (572745.728537 5933594.966740),EPSG:25832
Neuer Fährweg,de:02000:19740::51974001,"257,2719,350,550",4,Stadtbus,111,POINT (552463.738656 5931542.736838),EPSG:25832
Beim Avenberg,de:02000:20000::200090,"122,124,222,224",4,Stadtbus,112,POINT (571870.864021 5925196.515953),EPSG:25832
Halskestraße (West),de:02000:20001::200065,"120,220",2,Stadtbus,40,POINT (571271.321538 5931279.959900),EPSG:25832
Halskestraße (Mitte),de:02000:20002::200066,"120,220",2,Stadtbus,40,POINT (571900.689233 5930708.361255),EPSG:25832
Andreas-Meyer-Straße (Mitte),de:02000:20004::200056,"124,224",2,Stadtbus,78,POINT (571492.778743 5930446.221584),EPSG:25832
Andreas-Meyer-Straße (Ost),de:02000:20005::200058,"124,224",2,Stadtbus,40,POINT (571821.179502 5930113.883404),EPSG:25832
Moorfleet,de:02000:20006::200054,"120,122,124,220,222,224",6,Stadtbus,112,POINT (572125.357806 5929750.260087),EPSG:25832
Billwerder Bucht,de:02000:20007::200064,"122,220",2,Stadtbus,34,POINT (570775.319095 5930979.541180),EPSG:25832
Moorfleeter Deich,de:02000:20008::200063,"122,220",2,Stadtbus,20,POINT (570913.565947 5930384.059865),EPSG:25832
Sandwisch,de:02000:20009::200062,"122,220",2,Stadtbus,34,POINT (571227.658928 5930125.939254),EPSG:25832
Moorfleeter Hauptdeich,de:02000:20011::200053,"120,122,124,220,222,224,530",7,Stadtbus,178,POINT (571581.237342 5928540.259053),EPSG:25832
Tatenberger Schleuse,de:02000:20012::200052,"120,122,124,220,222,224",6,Stadtbus,147,POINT (571503.985880 5928186.175527),EPSG:25832
Tatenberger Damm,de:02000:20013::200051,"120,122,124,220,222,224",6,Stadtbus,149,POINT (570841.805773 5927591.110248),EPSG:25832
Spadenländer Ecke,de:02000:20014::200037,"120,122,124,220,222,224",6,Stadtbus,151,POINT (570668.812678 5927455.864216),EPSG:25832
Beim Bieberhof,de:02000:20015::200048,"120,122,124,222,224",5,Stadtbus,147,POINT (571141.025771 5926800.018903),EPSG:25832
Fasanengrund,de:02000:20016::200047,"120,122,124,222,224",5,Stadtbus,147,POINT (571388.504560 5926262.831090),EPSG:25832
Schwersweg,de:02000:20017::200046,"120,122,124,222,224",5,Stadtbus,147,POINT (571529.110086 5925889.003101),EPSG:25832
Hofschläger Deich,de:02000:20018::200038,"220,222",2,Stadtbus,8,POINT (569948.224515 5926857.891854),EPSG:25832
Elversweg,de:02000:20019:2:200001,"120,122,124,222,224,422",6,Stadtbus,157,POINT (571644.473699 5925503.527484),EPSG:25832
Ochsenwerder Kirche,de:02000:20020::200002,"222,422",2,Stadtbus,9,POINT (571980.675245 5925871.519504),EPSG:25832
Eichholzfelder Deich,de:02000:20021::200003,"222,422",2,Stadtbus,9,POINT (572345.278715 5926169.575627),EPSG:25832
Ochsenwerder Mühlenweg,de:02000:20022::200004,"222,422",2,Stadtbus,9,POINT (572911.141821 5926104.823883),EPSG:25832
Reitdeich,de:02000:20023::200005,"222,422",2,Stadtbus,9,POINT (573103.765543 5925752.841026),EPSG:25832
Goseburg,de:02000:20024::200006,"222,422",2,Stadtbus,9,POINT (573307.392318 5925303.772580),EPSG:25832
Ochsenwerder Norderdeich,de:02000:20025::200007,"222,422",2,Stadtbus,9,POINT (573920.253876 5924630.187476),EPSG:25832
Oortkatenweg (Nord),de:02000:20026::200008,"222,422",2,Stadtbus,7,POINT (574359.173029 5924494.955886),EPSG:25832
Gauert,de:02000:20027::200043,"122,124,222,224",4,Stadtbus,112,POINT (572256.334270 5924420.711013),EPSG:25832
Oortkatenweg,de:02000:20028::200042,"122,124,127,222,224",5,Stadtbus,131,POINT (573379.731899 5923666.326411),EPSG:25832
Hohendeicher See (Nord),de:02000:20029::200015,422,1,Stadtbus,5,POINT (573033.103094 5922831.592689),EPSG:25832
Ochsenwerder Elbdeich,de:02000:20030::200014,422,1,Stadtbus,5,POINT (573579.365192 5922529.451190),EPSG:25832
Siedlung Fünfhausen,de:02000:20031::200041,"122,124,127,222,224",5,Stadtbus,152,POINT (574038.083137 5923048.239205),EPSG:25832
Hohedeich (Feuerwehr),de:02000:20032::200013,422,1,Stadtbus,5,POINT (573825.219928 5921976.464612),EPSG:25832
Hohedeich,de:02000:20033::200012,422,1,Stadtbus,5,POINT (574061.679651 5921862.375964),EPSG:25832
Durchdeich (Süd),de:02000:20034::200011,422,1,Stadtbus,5,POINT (574486.220332 5921931.077971),EPSG:25832
Schule Ochsenwerder,de:02000:20035::200023,"120,220,222,223,422",5,Stadtbus,46,POINT (571271.263116 5925220.179186),EPSG:25832
Dorferbogen,de:02000:20036::200022,"120,220,222,223,422",5,Stadtbus,51,POINT (570837.535718 5924869.321489),EPSG:25832
Gauerter Hauptdeich 35,de:02000:20037::200020,"120,223,422",3,Stadtbus,43,POINT (570820.345831 5924332.418725),EPSG:25832
Gauerter Hauptdeich 77,de:02000:20038::200019,"120,223,422",3,Stadtbus,43,POINT (571038.284414 5924005.596129),EPSG:25832
Ochsenwerder Elbdeich 3,de:02000:20039::200018,"120,223,422",3,Stadtbus,43,POINT (571418.891175 5923690.865049),EPSG:25832
Oortkaten,de:02000:20040:1:200016,"120,223,422",3,Stadtbus,43,POINT (572415.715428 5922779.123726),EPSG:25832
Overhaken,de:02000:20041::200027,"120,223,422",3,Stadtbus,38,POINT (573531.958572 5921432.142259),EPSG:25832
Overwerder,de:02000:20042::200026,"120,223,322,323,422",5,Stadtbus,46,POINT (573971.759320 5920754.671792),EPSG:25832
Spadenländer Elbdeich,de:02000:20043::200036,"220,222",2,Stadtbus,8,POINT (570514.942814 5925988.004779),EPSG:25832
Homannring,de:02000:20044::200092,"122,124,127,222,224",5,Stadtbus,152,POINT (574655.680192 5922644.770508),EPSG:25832
Andreas-Meyer-Straße (West),de:02000:20045::200084,"124,224",2,Stadtbus,40,POINT (571027.782964 5930916.773236),EPSG:25832
Nagelstegel,de:02000:20046::200085,"120,223,422",3,Stadtbus,43,POINT (571762.373314 5923550.294831),EPSG:25832
Oortkatenufer,de:02000:20048::200087,"120,223,422",3,Stadtbus,38,POINT (573150.852205 5921858.972309),EPSG:25832
Moorfleeter Kirchenweg,de:02000:20051::200104,"122,220",2,Stadtbus,20,POINT (571746.495086 5929900.759080),EPSG:25832
Moorfleet (Feuerwehr),de:02000:20052::200103,"122,220",2,Stadtbus,20,POINT (572059.716404 5929785.091835),EPSG:25832
Moorfleet (Halskestraße),de:02000:20053::200105,"120,220,230,430",4,Stadtbus,212,POINT (572197.203911 5929833.385179),EPSG:25832
Hein-Baxmann-Stieg,de:02000:20054::200541,"122,220",2,Stadtbus,34,POINT (571855.610918 5929881.649455),EPSG:25832
Kneidenweg,de:02000:20056::200561,530,1,Stadtbus,32,POINT (571137.059835 5928519.088703),EPSG:25832
Moorfleeter Brückenstraße,de:02000:20057::200571,530,1,Stadtbus,32,POINT (571818.214311 5928495.056150),EPSG:25832
